Date,Title,EngTitle,JapEngTitle
2020-10-28 11:36:00,"“군수사업 강화”…기아차, 차세대 군용차 표준 플랫폼 개발",“Strengthening the logistics business”… Kia Motors develops next-generation military vehicle standard platform,"""Strengthening munitions business"" ... Kia Motors develops next-generation military vehicle standard platform"
2020-10-28 10:34:00,"자동변속·열선시트···기아차, 군용 트럭 확 바꾼다",Automatic transmission and heated seats...,"Automatic shifting / heat ray sheet ... Kia, change military truck"
2020-10-28 09:21:00,"기아차, 차세대 군용차 표준 플랫폼 개발…“군수 사업 역량 강화”",Kia Motors develops next-generation military vehicle standard platform... “Strengthening the capabilities of military business”,"Kia Motors develops next-generation military vehicle standard platform ... ""Strengthening munitions business capacity"""
2020-10-28 09:36:00,"악재 뚫고 달리는 기아차, 주가도 급등",Kia Motors' stock price surges through bad news,"Kia Motors running through bad news, stock prices soar"
2020-10-28 09:18:00,"[특징주]""쉬어가자"" 현대기아차, 3일 만에 반락","[Features] ""Let's take a break"" Hyundai-Kia Motors fell back in 3 days","[Tukjinju] ""Let's take a rest"" Hyundai / Kia Motors rebounded for the first time in 3 days"
2020-10-28 09:13:00,[특징주]현대·기아차 3거래일 만에 하락,[Features] Hyundai·Kia Motors fell after 3 trading days,[Tukjinju] Hyundai / Kia Motors fell for the first time in 3 business days
2020-10-28 07:10:00,파업권 확보 나선 기아차 노조…다음주 쟁의행위 찬반 투표,Kia Motors union to secure strike right... Next week's industrial action vote for or against,Securing strike rights Spiral Kia Motors union ... Voting for and against disputes next week
2020-10-28 07:06:00,기아차 노조도 파업 수순…내달 쟁의행위 찬반 투표,Kia Motors union also went on strike… Pros and cons voting for industrial action next month,Kia Motors union also strikes ... next month dispute pros and cons vote
2020-10-28 04:22:00,"기아차, 3분기 실적 발표 후 첫날 10.3% 급등",Kia Motors surged 10.3% on the first day after 3Q earnings announcement,Kia Motors Soars 10.3% First Day After Announces Third Quarter Results
2020-10-27 17:42:00,'1조 품질비용' 기아차 10% 급등...주가 58개월만에 최고,'1 trillion quality cost' Kia Motors surged 10%...share price highest in 58 months,"""1 trillion quality cost"", Kia car soars 10% ... Stock price highest for the first time in 58 months"
2020-10-27 17:23:00,"""충당금 1兆 쌓고도 흑자""…기아차 10% 급등","""Even if you accumulate 1 兆 of provision, you will be surplus""... Kia Motors surged 10%","""A reserve of 1 trillion is in the black"" ... Kia Motors soars 10%"
2020-10-27 15:50:00,"충당금 쌓고도 이정도 실적이라고?…기아차, 10% 깜짝 급등","Even after accumulating provisions, this is such a performance?... Kia Motors surged by 10%","With this level of performance even with provisions? ... Kia Motors, 10% Surprise Soaring"
2020-10-27 16:21:00,기아차 지속가능경영대상 보고서 부문 3년 연속 대상,Kia Motors Sustainability Management Awards Report Category Grand Prize for 3 consecutive years,Kia Motors Sustainability Target Report Division Target for the third consecutive year
2020-10-27 10:24:00,"기아차, 글로벌스탠더드경영대상 '지속가능경영대상 보고서' 부문 대상","Kia Motors, Grand Prize in the'Sustainability Management Awards Report' category at the Global Standard Management Awards","Kia Motors, Global Standard Management Award ""Sustainable Management Target Report"" Category Grand Prize"
2020-10-27 10:07:00,"기아차, 글로벌스탠더드경영대상 3년 연속 수상",Kia Motors won the Global Standard Management Award for 3 consecutive years,Kia Motors wins Global Standard Management Award for 3 consecutive years
2020-10-27 16:19:00,"기아차 노조 ""품질비용에 실적 급감…경영진 책임지고 물러나야""","Kia Motors' union ""Sudden drop in performance due to quality costs…Responsible for management and withdrawal""","Kia Motors Union ""Abrupt decrease in quality cost performance ... Resigned under management responsibility"""
2020-10-27 08:27:00,"기아차노조 ""품질비용 빅배스 결정, 이사회 물러나라""","Kia Motors Union ""Decision on quality cost big bath, withdraw from the board of directors""","Kia Motors Union ""Determining Quality Cost Big Bus, Rejecting Board of Directors"""
2020-10-27 16:01:00,"기아차, 58개월만 최고가",Kia Motors' highest price in 58 months,"Kia, the best in 58 months"
2020-10-27 15:55:00,현대·기아차 깜짝 호실적에 돌아온 외인·기관,Foreigners and institutions returning to Hyundai and Kia's surprise performance,Hyundai / Kia Motors Foreigners / organizations that have returned to surprisingly good results
2020-10-27 09:20:00,"[특징주]현대·기아차, 충당금 제외하면 '깜짝 실적'...주가 급등세","[Features] Hyundai·Kia Motors,'surprising performance' excluding provisions...stock prices surge","[Tukjinju] Excluding Hyundai / Kia Motors and reserves, ""surprise results' ... stock price soars"
2020-10-27 15:31:00,"[특징주]기아차, 실적 서프라이즈에 9% 이상 상승","[Features] Kia Motors, Increasing More Than 9% in Earnings Surprise",[Tukjinju] Kia rises more than 9% to actual surprise
2020-10-27 15:18:00,"기아차, 7년만에 4분기 영업익 1조 노린다",Kia Motors aims at 1 trillion in 4Q operating profit after 7 years,Kia Motors Aims for 4th Quarter Operating Profit 1 Trillion for the First Time in 7 Years
2020-10-27 15:10:00,"기아차, 지속가능경영대상 보고서 부문 대상 수상",Kia Motors won the grand prize in the report category at the Sustainability Management Awards,Kia Motors Wins Sustainability Target Report Category Grand Prize
2020-10-27 04:02:00,"기아자동차, 미래 모빌리티 리더로서 투명한 ESG 정보 공개",Kia Motors Reveals Transparent ESG Information as Future Mobility Leader,"Kia Motors, as a future mobility leader, discloses transparent ESG information"
2020-10-27 11:42:00,"기아차 매섭게 담는 기관, 주가 10% 껑충…""8만5000원 간다""","Kia Motors' Institutional Responsibilities, Stock Price Up 10%… ""85,000 won goes""","Kia Motors sharply thriving institution, stock price 10% sloppy ... ""Go 85,000 won"""
2020-10-27 11:34:00,송호성 기아차 사장 “5년후 내연기관차만큼 싼 전기차 내놓겠다”,"Song Ho-sung, president of Kia Motors, “I will release an electric car that is as cheap as an internal combustion locomotive in 5 years”","Sung Ho Sung Kia Motors President ""Only internal combustion engine cars in 5 years will be stored in cheap electric cars"""
2020-10-27 11:09:00,"품질 비용 털고 체질 개선…현대기아차, 내년 최대 실적 시동",Shake quality cost and improve constitution... Hyundai-Kia Motors starts next year's highest performance,Paying quality costs and improving constitution ... Hyundai / Kia Motors will start next year's largest achievements
2020-10-27 10:51:00,"[특징주]현대·기아차, 정부 미래차 전략 예고에 ‘강세’",[Features] Hyundai·Kia Motors “Strengthened” in the government's future car strategy notice,"[Tukjinju] Hyundai / Kia Motors, government ""high"" for future car strategy notice"
2020-10-27 10:40:00,"기아차, 3분기 호실적에 5년만에 최고가 기록",Kia Motors Records Highest Price in 5 Years in Third Quarter,Kia Motors hits third quarter record for the first time in five years
2020-10-27 09:22:00,"[특징주] 기아차, 3분기 호실적에 강세","[Features] Kia Motors, strong in 3Q earnings",[Tukjinju] Kia Motors is bullish on good results in the third quarter
2020-10-27 09:10:00,[특징주] 현대차·기아차 실적 개선 기대감에 ↑,[Features] In anticipation of improving Hyundai Motor and Kia's earnings ↑,[Tukjinju] Expectations for improving the performance of Hyundai / Kia Motors ↑
2020-10-27 09:06:00,"기아차, 4% 강세…3분기 잘 팔았다","Kia Motors, 4% Strong… Sold well in the third quarter","Kia Motors, 4% higher ... sold well in Q3"
2020-10-27 08:31:00,"기아차, 충당금 제외하면 호실적 기록-키움",Kia Motors Records Good Performance Excluding Provisions-Raising,Good performance record except for Kia Motors and reserves-Grow
2020-10-27 08:19:00,"기아차, 충당금 제외시 깜짝 실적-키움",Kia Motors' surprise results excluding provisions-raising,Surprising performance excluding Kia Motors and reserves ――Grow
2020-10-27 08:39:00,"[Hot-Line] ""기아차, 3분기 어닝서프라이즈…목표가↑""","[Hot-Line] ""Kia Motors, 3Q Earnings Surprise…Goal ↑""","[Hot-Line] ""Kia Motors, Third Quarter Earning Surprise ... Goal ↑"""
2020-10-27 07:59:00,"기아차 목표가 30% 상향, 품질비용 제외시 영업익 1조 상회-신영證","Kia Motors' target price increased by 30%, exceeding KRW 1 trillion in operating profits excluding quality costs-Shin Young","Kia Motors' target is up 30%, operating income is over 1 trillion excluding quality costs --Shinyoung"
2020-10-26 18:25:00,"기아차, BMW 출신 강원규 디자이너 영입…"" 디자인 역량 강화""","Kia Motors recruits designer Kang Won-kyu from BMW ""Enhancing design capabilities""","Kia Motors welcomes BMW-born Ganwon-gyu designer ... ""Strengthening design power"""
2020-10-26 15:18:00,"기아차, BMW 출신 강원규 디자이너 영입",Kia Motors recruits designer Kang Won-kyu,Kia Motors welcomes BMW-born Ganwon-gyu designer
2020-10-26 15:10:00,"기아차, BMW 출신 강원규 디자이너 영입",Kia Motors recruits designer Kang Won-kyu,Kia Motors welcomes BMW-born Ganwon-gyu designer
2020-10-26 17:45:00,기아차 14번째 '그랜드 마스터'…누적판매 4000대 심동섭 영업부장,"Kia Motors' 14th'Grand Master'... 4,000 cumulative sales","Kia Motors 14 ""Grand Master"" ... Cumulative sales of 4000 units Shim Dong-seop Sales Manager"
2020-10-26 11:16:00,"심동섭 기아차 영업부장, 누계 4000대 판매 ‘그랜드 마스터’ 등극","Dong-seop Shim, sales manager of Kia Motors, became the'Grand Master' with 4,000 units sold in total","Shim Dong-seop Kia Sales Manager sells a total of 4000 units ""Grand Master"" pitched"
2020-10-26 10:01:00,"[피플]기아차 심동섭 영업부장, 14번째 ‘그랜드 마스터’ 등극","[People] Kia Motors Sales Manager Dong-seop Shim, became the 14th “Grand Master”","[People] Kia Motors Shim Dong-seop Sales Manager, 14th ""Grand Master"" pitched"
2020-10-26 09:49:00,26년만에 기아차 4000대 판 '그랜드 마스터'의 비결은?,"What is the secret of the'Grand Master' for Kia Motors' 4,000 units in 26 years?","What is the secret of ""Grand Master"" for 4000 Kia cars for the first time in 26 years?"
2020-10-26 09:36:00,매년 150대 26년 4000대 車판매 기아차 그랜드 마스터 비결은?,Annual sales of 150 units for 26 years and 4000 units for Kia Motors Grand Master Secret?,"Every year 150 cars sold 4000 cars for 26 years, what is the secret of Kia Motors Grand Master?"
2020-10-26 08:58:00,기아차 심동섭 영업부장 14번째 '그랜드 마스터' 등극,Kia Motors Sales Manager Dong-seop Shim became the 14th'Grand Master',"Kia Motors Shim Dong-seop Sales Manager 14 ""Grand Master"" pitched"
2020-10-26 08:48:00,"심동섭 기아차 영업부장, 4천대 판매 '그랜드 마스터' 등극","Dong-seop Shim, sales manager of Kia Motors, became the'Grand Master' with 4,000 units sold","Shim Dong-seop Kia Sales Manager, 4 units sold ""Grand Master"" pitched"
2020-10-26 08:46:00,"심동섭 영업부장, 기아차 그랜드 마스터 등극…26년간 4000대 판매","Shim Dong-seop Sales Manager, Kia Motors Grand Master... 4000 units sold over 26 years","Shim Dong-seop Sales Manager, Kia Grandmaster pitched ... 4000 units sold for 26 years"
2020-10-26 17:43:00,파업 시동거는 기아차 노조…한국GM은 특근 거부 '몸살',Kia Motors union starting strike… GM Korea refuses to work overtime,"Kia Motors union starting strike ... GM Korea refuses special work ""fatigue"""
2020-10-26 17:40:00,"현대기아차, 체질 개선으로 3.4兆 품질비용 만회했다(종합)",Hyundai-Kia Motors made up for 3.4兆 quality cost by improving constitution (total),Hyundai / Kia Motors recovered 3.4 trillion quality costs to improve constitution (comprehensive)
2020-10-26 17:36:00,엔진충당금 쌓고도···현대차 3분기 선방·기아차 흑자,Even after accumulating engine provisions...,Even if the engine reserve is piled up ... Hyundai Motor's third quarter save-Kia Motor's surplus
2020-10-26 17:31:00,"3兆 품질비용에도…현대·기아차, SUV·제네시스로 '고비' 넘겼다","3兆 Quality cost too Hyundai and Kia Motors, SUV and Genesis turned over'gobi'","3 trillion quality costs ... Hyundai / Kia, SUV / Genesis crossed the ""pass"""
2020-10-26 16:38:00,눈물의 품질수업료 3조…현대·기아차 싹 털고간다,Tears quality tuition 3 trillion... Hyundai and Kia are going to rob,Quality of tears Tuition fee Article 3 ... Hyundai / Kia car shoots away
2020-10-26 17:28:00,코로나19·환율·품질비용 3대 악재 뚫은 현대·기아차 '선방'(종합),"Hyundai and Kia Motors'saving' through the three major bad news for Corona 19, exchange rate, and quality cost","Corona 19, exchange rate, quality cost 3 major bad materials Aki Hyundai, Kia Motors ""Save"" (general)"
2020-10-26 17:15:00,"정의선 회장 취임 첫해..현대기아차 ""털건 털고 가자""",The first year of the inauguration of Chairman Eui-sun Eui-sun.. Hyundai and Kia Motors,"Chung Eui-sun's first year in office. Hyundai Kia ""Let's pay for Torgon"""
2020-10-26 16:54:00,"[기아차 컨콜]""3분기 실제 품질비용 충당금 1조131억원 반영""","[Kia Motors Concall] ""Applied 1,131 trillion won in actual quality cost provision for the third quarter""","[Kia Motors Concor] ""Reflects the actual quality cost reserve of 1,013.1 billion won in the third quarter"""
2020-10-26 16:52:00,"""영업익 1조 꾸준히 달성 가능한 토대 마련""-기아차 컨콜","""Laying a foundation for consistently achieving 1 trillion of operating profits""-Kia Motors Concall","""Building a foundation that can steadily achieve operating income of 1 trillion"" --Kia Motors Concor"
2020-10-26 16:51:00,[기아차 컨콜]품질비용 털어도…3Q 영업익 1953억원(종합),[Kia Motors Concall] Even if the cost of quality 3Q operating income KRW 195.3 billion (total),[Kia Concor] Even if quality costs are shaken ... 3Q operating income 1953 billion won (total)
2020-10-26 16:34:00,"기아차, 3분기 영업익 1952억원…전년比 33.0%↓","Kia Motors, 3Q operating profit of 195.2 billion won... 33.0% year-on-year↓","Kia Motors, third quarter operating income 195.2 billion won ... 33.0% year-on-year ↓"
2020-10-26 16:26:00,"기아차, 3Q 영업익 1953억원…품질비용 반영에도 '선방'(상보)","Kia Motors, 3Q operating profit of 1953 billion won... 'Benefit' (complementary) to reflect quality cost","Kia Motors, 3Q operating income 1953 billion won ... Reflecting quality costs ""Save"" (complementary)"
2020-10-26 16:22:00,"기아차, 품질비용 여파에도 '선방'…3분기 흑자 유지",Kia Motors'Save' in the Aftermath of Quality Costs... Maintain surplus in the third quarter,"Kia Motors ""Save"" in the Aftermath of Quality Costs ... Maintaining a Surplus in Q3"
2020-10-26 16:41:00,"[기아차 컨콜]""올해 4Q 글로벌 판매 한자릿수 성장률 기대""","[Kia Motors Concall] ""Expected single-digit growth in 4Q global sales this year""","[Kia Motors Concor] ""Expecting single-digit growth rate for 4Q global sales this year"""
2020-10-26 16:40:00,"""4분기 판매, 전년比 한 자릿수 증가 예상""-기아차 컨콜","""4Q sales expected to increase by one digit compared to the previous year""-Kia Motors Concall","""Sales in the fourth quarter are expected to increase by a single digit from the previous year"" --Kia Motors Concor"
2020-10-26 16:38:00,"현대기아차 V자 반등 나선다...제네시스, 내년 中시장 론칭",Hyundai-Kia Motors V-shaped rebound...Genesis launches Chinese market next year,Hyundai / Kia Motors V-shaped rebound ... Genesis launches market next year
2020-10-26 16:32:00,"[공시]기아차, 3분기 영업익 1592억원…전년比 33% 감소","[Disclosure] Kia Motors, 3Q operating profit of 159.2 billion won... 33% decrease compared to the previous year","[Public announcement] Kia Motors, third quarter operating profit 159.2 billion won ... 33% year-on-year decrease"
2020-10-26 16:32:00,"[공시]기아차, 3분기 영업익 1592억원…전년比 33% 감소","[Disclosure] Kia Motors, 3Q operating profit of 159.2 billion won... 33% decrease compared to the previous year","[Public announcement] Kia Motors, third quarter operating profit 159.2 billion won ... 33% year-on-year decrease"
2020-10-26 16:30:00,"[속보] 기아차, 3분기 영업익 1952억…품질비용 불구 '흑자'","[Breaking News] Kia Motors, 3Q operating profit of 195.2 billion... 'Surplus' despite quality cost","[Breaking news] Kia Motors, third quarter operating income 195.2 billion ... Despite quality costs, ""surplus"""
2020-10-26 16:30:00,"[속보] 기아차, 3분기 영업익 1952억…품질비용 불구 '흑자'","[Breaking News] Kia Motors, 3Q operating profit of 195.2 billion... 'Surplus' despite quality cost","[Breaking news] Kia Motors, third quarter operating income 195.2 billion ... Despite quality costs, ""surplus"""
2020-10-26 16:17:00,3Q 적자전환·이익감소에도 현대차·기아차 동반 상승전환,3Q Turned into a deficit and reduced profits with Hyundai Motors and Kia Motors,3Q deficit conversion / decrease in profits also increased due to Hyundai / Kia Motors
2020-10-26 16:10:00,'충당금 1.3조' 불구 기아차 3분기 영업익 1952억 '선방',Kia Motors' 3Q operating profit of 195.2 billion won'saved' despite '1.3 trillion won',"Despite ""reserve 1.3 trillion"", Kia Motors' third quarter operating income 195.2 billion ""saved"""
2020-10-26 16:03:00,[속보]기아차 3Q영업익 1952억원...품질비용 반영에도 선전,[Breaking News] Kia Motors 3Q operating profit of KRW 195.2 billion...,[Breaking news] Kia Motors 3Q operating profit 195.2 billion won ... also advertises reflecting quality costs
2020-10-26 16:06:00,"기아차, 3분기 매출액 16조3218억원…전년比 8.2% 증가(2보)","Kia Motors, 3Q sales of 16,321.8 billion won 8.2% increase over the previous year (2 reports)","Kia Motors, third quarter sales 16,321.8 billion won ... 8.2% year-on-year increase (2 reports)"
2020-10-26 16:05:00,"기아차, 3분기 영업익 1953억원…전년比 33% 감소(1보)","Kia Motors, 3Q operating profit of 1953 billion won... 33% decrease compared to the previous year (1 report)","Kia Motors, third quarter operating profit 195.3 billion won ... 33% year-on-year decrease (1 report)"
2020-10-26 16:04:00,"기아차, 올 3Q 영업익 1952억..전년동기比 33.0%↓","Kia Motors, operating profit of 195.2 billion won in 3Q this year.. 33.0% year-on-year↓","Kia Motors, 3Q operating profit 195.2 billion this year. 33.0% year-on-year ↓"
2020-10-26 16:04:00,"[속보] 기아차, 3분기 영업익 1952억…품질비용에도 '흑자'","[Breaking News] Kia Motors, 3Q operating profit of 195.2 billion... 'Surplus' in quality cost","[Breaking news] Kia Motors, third quarter operating income 195.2 billion ... Quality costs are also in the black"
2020-10-26 16:04:00,"[속보] 기아차, 3분기 영업익 1952억…품질비용에도 '흑자'","[Breaking News] Kia Motors, 3Q operating profit of 195.2 billion... 'Surplus' in quality cost","[Breaking news] Kia Motors, third quarter operating income 195.2 billion ... Quality costs are also in the black"
2020-10-26 16:04:00,"[속보] 기아차, 3분기 영업익 1952억…품질비용에도 '흑자'","[Breaking News] Kia Motors, 3Q operating profit of 195.2 billion... 'Surplus' in quality cost","[Breaking news] Kia Motors, third quarter operating income 195.2 billion ... Quality costs are also in the black"
2020-10-26 15:45:00,"기아차, BMW 출신 강원규 디자이너에 미래차 디자인 맡긴다",Kia Motors entrusts future car design to BMW-born designer Kang Won-gyu,"Kia Motors, BMW-born Ganwon-gyu designer entrusts the design of future cars"
2020-10-26 15:29:00,기아차 외부 수혈로 디자인 경쟁력 가속화..BMW 출신 영입,Accelerating design competitiveness through external blood transfusions from Kia Motors,Acceleration of design competitiveness for external blood transfusion of Kia Motors .. Solicitation from BMW
2020-10-26 11:34:00,26일 현대기아차 실적 발표...27일 한국 3분기 GDP 나와...2...,Hyundai-Kia Motors' earnings announcement on the 26th...Korea's third quarter GDP on the 27th...2...,"Hyundai / Kia Motors announces results on 26th ... 27th, South Korea's third quarter GDP release ... 2 ..."
2020-10-26 11:27:00,한국지엠 이어 기아차도 파업 수순…위기의 車 업계,"Following GM Korea, Kia Motors also strikes... Industry in crisis",GM Korea continues Kia Motors strike procedure ... Crisis car industry
2020-10-26 11:10:00,파업권 확보 나선 기아차 노조…車업계 노조 리스크 확산,Kia Motors union to secure strike right... Proliferation of union risks,Securing strike rights Spiral Kia Motors union ... Car industry union risk diffusion
2020-10-26 09:50:00,한국지엠에 이어 기아차 노조도 파업 수순,"Following GM Korea, the Kia Motors union also went on strike","Following GM Korea, Kia Motors union also strikes"
2020-10-25 10:39:00,"현대·기아차, 하이브리드 SUV 글로벌 판매 50만대","Hyundai Kia Motors, Global Sales of 500,000 Hybrid SUVs","Global sales of Hyundai / Kia and hybrid SUVs 500,000 units"
2020-10-24 11:45:00,"기아차 노조, 쟁의조정 신청 논의…車업계 노조 줄줄이 파업각",Kia Motors' union discusses application for dispute mediation... The strike angle,"Kia Motors Union, dispute adjustment application discussion ... Car industry unions strike one after another"
2020-10-24 08:02:00,기아차 쏘넷. 인도서 ‘인기폭발’…3분마다 2대 팔린다,Kia Sonnet. “Popular explosion” in India… 2 units are sold every 3 minutes,"Kia Motors Soneto. ""Popular explosion"" in India ... 2 units sold every 3 minutes"
2020-10-23 15:31:00,"현대기아차 품질비용 인식, 신용도에 미치는 영향은",Hyundai-Kia Motors' quality cost recognition and credit rating,"The impact on quality, cost awareness and credibility of Hyundai / Kia Motors"
2020-10-23 10:06:00,"[마켓인사이트]""현대·기아차의 품질비용 발생, 당장 신용도에 큰 영향...","[Market Insight] ""Hyundai·Kia Motors' quality cost incurs a big impact on creditworthiness right now...","[Market Insight] ""Incurred quality costs for Hyundai / Kia vehicles, which will soon have a major impact on credit ..."
2020-10-22 15:18:00,"한신평 “현대·기아차 품질비용 인식, 신용도에 부정적…모니터링 강화”","Han Shinpyeong “Hyundai·Kia Motors' recognition of quality cost, negative credit rating… Enhanced monitoring”","Hanshinpyeong ""Negative about the quality, cost consciousness, and creditworthiness of Hyundai / Kia vehicles ... Strengthening surveillance"""
2020-10-22 15:13:00,"“현대·기아차 대규모 품질비용발생, 신용등급 하향 요인 아냐”",“Hyundai·Kia’s large-scale quality cost is not a factor in the credit rating downgrade”,"""Hyundai / Kia, large-scale quality costs, not a factor down the credit rating."""
2020-10-22 15:04:00,"나신평 ""현대차·기아차 품질비용 발생…신용등급 영향 없어""","Na Shinpyeong ""Hyundai Motors and Kia Motors Quality Costs Occur…No Credit Rating Impact""","I Shinpei ""Quality of Hyundai / Kia Motors, cost incurred ... No effect on credit rating"""
2020-10-22 14:48:00,"[시그널] ""현대·기아차 3.4兆 품질비용 반영, 신용도 영향 미미""","[Signal] ""Hyundai·Kia Motors 3.4兆 quality cost reflection, credit rating insignificant""","[Signal] ""Hyundai / Kia Motors 3.4 trillion Quality cost reflected, credit rating impact Mimi"""
2020-10-28 07:10:00,파업권 확보 나선 기아차 노조…다음주 쟁의행위 찬반 투표,Kia Motors union to secure strike right... Next week's industrial action vote for or against,Securing strike rights Spiral Kia Motors union ... Voting for and against disputes next week
2020-10-28 07:06:00,기아차 노조도 파업 수순…내달 쟁의행위 찬반 투표,Kia Motors union also went on strike… Pros and cons voting for industrial action next month,Kia Motors union also strikes ... next month dispute pros and cons vote
2020-10-28 04:22:00,"기아차, 3분기 실적 발표 후 첫날 10.3% 급등",Kia Motors surged 10.3% on the first day after 3Q earnings announcement,Kia Motors Soars 10.3% First Day After Announces Third Quarter Results
2020-10-27 17:42:00,'1조 품질비용' 기아차 10% 급등...주가 58개월만에 최고,'1 trillion quality cost' Kia Motors surged 10%...share price highest in 58 months,"""1 trillion quality cost"", Kia car soars 10% ... Stock price highest for the first time in 58 months"
2020-10-27 17:23:00,"""충당금 1兆 쌓고도 흑자""…기아차 10% 급등","""Even if you accumulate 1 兆 of provision, you will be surplus""... Kia Motors surged 10%","""A reserve of 1 trillion is in the black"" ... Kia Motors soars 10%"
2020-10-27 15:50:00,"충당금 쌓고도 이정도 실적이라고?…기아차, 10% 깜짝 급등","Even after accumulating provisions, this is such a performance?... Kia Motors surged by 10%","With this level of performance even with provisions? ... Kia Motors, 10% Surprise Soaring"
2020-10-27 16:21:00,기아차 지속가능경영대상 보고서 부문 3년 연속 대상,Kia Motors Sustainability Management Awards Report Category Grand Prize for 3 consecutive years,Kia Motors Sustainability Target Report Division Target for the third consecutive year
2020-10-27 10:24:00,"기아차, 글로벌스탠더드경영대상 '지속가능경영대상 보고서' 부문 대상","Kia Motors, Grand Prize in the'Sustainability Management Awards Report' category at the Global Standard Management Awards","Kia Motors, Global Standard Management Award ""Sustainable Management Target Report"" Category Grand Prize"
2020-10-27 10:07:00,"기아차, 글로벌스탠더드경영대상 3년 연속 수상",Kia Motors won the Global Standard Management Award for 3 consecutive years,Kia Motors wins Global Standard Management Award for 3 consecutive years
2020-10-27 16:19:00,"기아차 노조 ""품질비용에 실적 급감…경영진 책임지고 물러나야""","Kia Motors' union ""Sudden drop in performance due to quality costs…Responsible for management and withdrawal""","Kia Motors Union ""Abrupt decrease in quality cost performance ... Resigned under management responsibility"""
2020-10-27 08:27:00,"기아차노조 ""품질비용 빅배스 결정, 이사회 물러나라""","Kia Motors Union ""Decision on quality cost big bath, withdraw from the board of directors""","Kia Motors Union ""Determining Quality Cost Big Bus, Rejecting Board of Directors"""
2020-10-27 16:01:00,"기아차, 58개월만 최고가",Kia Motors' highest price in 58 months,"Kia, the best in 58 months"
2020-10-27 15:55:00,현대·기아차 깜짝 호실적에 돌아온 외인·기관,Foreigners and institutions returning to Hyundai and Kia's surprise performance,Hyundai / Kia Motors Foreigners / organizations that have returned to surprisingly good results
2020-10-27 09:20:00,"[특징주]현대·기아차, 충당금 제외하면 '깜짝 실적'...주가 급등세","[Features] Hyundai·Kia Motors,'surprising performance' excluding provisions...stock prices surge","[Tukjinju] Excluding Hyundai / Kia Motors and reserves, ""surprise results' ... stock price soars"
2020-10-27 15:31:00,"[특징주]기아차, 실적 서프라이즈에 9% 이상 상승","[Features] Kia Motors, Increasing More Than 9% in Earnings Surprise",[Tukjinju] Kia rises more than 9% to actual surprise
