Date,Title,EngTitle,JapEngTitle
2020-10-29 08:31:00,[한경스타워즈] 신한금융 S플래티넘 4.51%…유니테스트로 부진 탈출 ...,[Hankyung Star Wars] Shinhan Financial S Platinum 4.51%… Escape from sluggishness with unitest ...,[Han Geng Star Wars] Shinhan Financial S Platinum 4.51% ... Escape from slump in Unitest ...
2020-10-29 07:49:00,"에스오일, 3Q 컨세서스 하회…영업적자 지속-신한","S-OIL, 3Q consensus is below Continued operating deficit-Shinhan",S oil falls below 3Q Concesus ... Business deficit continues-Shinhan
2020-10-28 19:37:00,'2020 글로벌 금융대상' 종합 대상에 신한은행,Shinhan Bank in the '2020 Global Finance Awards',"Shinhan Bank as a comprehensive destination for ""2020 Global Financial Targets"""
2020-10-28 17:59:00,"신한은행-LG CNS, 디지털화폐 시범구축 MOU","Shinhan Bank-LG CNS, MOU for digital currency pilot construction","Shinhan Bank-LG CNS, Digital Money Test Construction MOU"
2020-10-28 14:37:00,"신한은행-LG CNS, 디지털화폐 시범구축 나서",Shinhan Bank-LG CNS launches digital currency pilot,"Shinhan Bank-LG CNS, from digital money test construction"
2020-10-28 10:59:00,"신한은행, LG CNS와 디지털 화폐 플랫폼 시범 구축 업무협약",Shinhan Bank signed a business agreement with LG CNS to build a pilot digital currency platform,Shinhan Bank and LG CNS build demo of digital money platform Business agreement
2020-10-28 10:44:00,"신한은행, LG CNS와 블록체인 업무협약",Blockchain business agreement with Shinhan Bank and LG CNS,Blockchain business agreement with Shinhan Bank and LG CNS
2020-10-28 10:41:00,"신한은행, LG CNS와 디지털 화폐 기술협력 업무협약 체결",Shinhan Bank signs digital currency technology cooperation business agreement with LG CNS,Shinhan Bank signs digital money technical cooperation agreement with LG CNS
2020-10-28 09:56:00,"신한은행, LG CNS와 디지털 화폐 플랫폼 시범 구축 업무협약 체결",Shinhan Bank signed a business agreement with LG CNS to build a pilot digital currency platform,Shinhan Bank signs business agreement with LG CNS to build demo of digital money platform
2020-10-28 17:02:00,"신한은행-산업부-신보, 산업 디지털 전환 금융지원 협약","Shinhan Bank-Ministry of Industry-Shinbo, industrial digital transformation financial support agreement","Shinhan Bank --Industrial Department --New Music, Industrial Digital Conversion Financial Support Agreement"
2020-10-28 15:57:00,"신한은행, 산업통상자원부와 디지털 성장 금융지원 업무협약","Business agreement with Shinhan Bank and the Ministry of Trade, Industry and Energy to support digital growth","Shinhan Bank, Ministry of Trade, Industry and Energy and Digital Growth Financial Support Business Agreement"
2020-10-28 15:03:00,"신한은행, 산자부와 스케일업 금융지원 업무협약","Shinhan Bank and Ministry of Commerce, Industry and Energy and Scale-up Financial Support Business Agreement",Scale-up financial support business agreement with Shinhan Bank and Ministry of Industrial Resources
2020-10-28 14:27:00,"신한은행, '산업 디지털 전환 스케일업 금융지원' 업무협약","Shinhan Bank, business agreement for'industrial digital transformation scale-up financial support","Shinhan Bank, ""Industrial Digital Conversion Scale-up Financial Support"" Business Agreement"
2020-10-28 14:13:00,"신한은행, 산업부 등과 디지털 전환 금융지원 협약",Digital conversion financial support agreement with Shinhan Bank and Ministry of Industry,"Financial support agreement for digital conversion by Shinhan Bank, Ministry of Industry, etc."
2020-10-28 11:41:00,"신한은행, 산자부와 디지털 전환 스케일업 금융지원 협약","Shinhan Bank and Ministry of Commerce, Industry and Energy and Digital Conversion Scale-Up Financial Support Agreement","Shinhan Bank, Ministry of Industrial Resources and Digital Conversion Scale-up Financial Support Agreement"
2020-10-28 08:26:00,"보령제약, 호실적에 모멘텀까지-신한",Boryung Pharmaceutical's good performance and momentum-Shinhan,Boryeong Pharmaceutical gains momentum for good results-Shinhan
2020-10-28 08:16:00,"신한지주, 3Q 순이익 1조원 깜짝실적-현대차","Shinhan Holdings, 3Q net profit of KRW 1 trillion-Hyundai Motor Company","Shinhan Bank, 3Q Net Income 1 Trillion Won Surprising Performance-Hyundai"
2020-10-28 08:04:00,"[클릭 e종목]""신한지주, 비이자이익 증가 덕에 3분기 실적 개선""","[Click e-Stock] ""Shinhan Holdings Improves Third Quarter Performance Thanks to Increased Non-Interest Income""","[Click e event] ""Shinhan holding, improvement in third quarter performance thanks to increased non-interest income"""
2020-10-27 18:33:00,‘리딩뱅크’ 지킨 신한금융‥“3분기 순이익 1조 넘었다”(종합),"Shinhan Financial Group, which kept the “Leading Bank,” “Net profit exceeded 1 trillion in the third quarter” (Total)","""Leading Bank"" Protected Shinhan Finance ... ""Net income exceeded 1 trillion in the third quarter"" (overall)"
2020-10-27 18:00:00,"신한금융, 3분기 순이익 1조 돌파… 연간 최대 실적 돌파하나",Shinhan Financial Group surpasses 1 trillion in net profit in the third quarter... Breaks through the highest annual performance,Shinhan Bank surpasses 1 trillion in net income in the third quarter ...
2020-10-27 16:26:00,"신한금융, 3분기 누적 순익 2조9500억…KB금융 제치고 '최대 실...","Shinhan Financial Group, 3Q cumulative net income of 2.95 trillion won... Beyond KB Finance,'the biggest real...","Shinhan Bank's cumulative third quarter net income of 2.95 trillion ... KB Finance ""biggest thread ..."
2020-10-27 15:59:00,"신한금융, 3분기 누적 순익 2조9502억...“역대 최고 실적”","Shinhan Financial Group's 3Q cumulative net profit of 2,9502 trillion won... ""Highest performance ever""","Shinhan Bank's cumulative third quarter net income of 2,950.2 billion ... ""A record high"""
2020-10-27 15:49:00,신한금융 연간 사상 최대 실적도 돌파하나..분기 사상 최대 실적,Shinhan Financial Group's record-high annual performance is also surpassed...,One of the greatest achievements in the history of Shinhan Finance. The biggest achievement in quarterly history
2020-10-27 15:41:00,"신한금융도 순익 1조 클럽에…3Q 1조1447억, 31%↑","Shinhan Financial Group also goes to the 1 trillion club 3Q 1,144.7 billion, 31%↑","Shinhan Bank also profits 1 trillion clubs ... 3Q $ 1,144.7 billion, 31% ↑"
2020-10-27 18:22:00,"신한금투, 3분기 순이익 1275억원…누적은 8.7%↓","Shinhan Financial Group, net profit of 1275 billion won The accumulation is 8.7%↓","Shinhan Gumtu, third quarter net profit 127.5 billion won ... Cumulative 8.7% ↓"
2020-10-27 18:04:00,[마켓인사이트]신한은행 영구채 금리 연 2.87%…역대 최저,[Market Insight] Shinhan Bank Permanent Bond Interest Rate 2.87% per year… Lowest ever,[Market Insight] Shinhan Bank Permanent interest rate 2.87% per year ... the lowest ever
2020-10-27 17:42:00,신한금융도 분기순익 '1조 클럽'에...리딩금융 수성,Shinhan Financial Group also added quarterly net profit to '1 trillion club'...,"Shinhan Bank's quarterly net profit is ""1 trillion clubs"" ... Leading financial water"
2020-10-27 15:52:00,"신한금융, 3분기 순이익 1조 돌파 '리딩금융' 수성",Shinhan Financial Group's 3Q net profit surpassed 1 trillion won'Leading Finance',"Shinhan Bank surpasses 1 trillion net income in the third quarter ""leading finance"" water-based"
2020-10-27 17:22:00,"1~3분기 순익 3조 육박…신한금융, 역대 최대 실적","1st~3rd quarter net profits approaching 3 trillion Shinhan Finance, the highest performance ever",Net income approaching 3 trillion in the first three quarters ... Shinhan Bank's record high performance
2020-10-27 17:13:00,"신한금융, 올 3분기 영업이익 1조4682억원…전년동기比 3.6%↑","Shinhan Financial Group, operating profit of 1.46 trillion won in the third quarter of this year... 3.6% year-on-year ↑","Shinhan Bank's operating profit for the third quarter of this year was 1,468.2 billion won ... 3.6% year-on-year ↑"
2020-10-27 16:58:00,"신한지주, 3분기 영업익 1조4682억…전년비 3.6%↑","Shinhan Holdings, 3Q operating profit of 1.46 trillion won 3.6% year-on-year↑","Shinhan holding, third quarter operating income 1.4682 trillion ... 3.6% year-on-year ↑"
2020-10-27 16:58:00,"신한지주, 3분기 영업익 1조4682억…전년비 3.6%↑","Shinhan Holdings, 3Q operating profit of 1.46 trillion won 3.6% year-on-year↑","Shinhan holding, third quarter operating income 1.4682 trillion ... 3.6% year-on-year ↑"
2020-10-27 15:40:00,신한금융 분기순익 '1조' 개막… 리딩금융 수성할 듯,Shinhan Financial Group's quarterly profit '1 trillion' opens... Leading Finance Appears to Win,"Shinhan Financial Quarter Net Income ""One Group"" Opens ... Leading Financial Aqueous"
2020-10-27 16:37:00,"신한지주, 3분기 영업익 1조 4681억…전년동기比 3.55% 증가","Shinhan Holdings, 3Q operating profit of 1.46 trillion won... 3.55% increase over the previous year","Shinhan Bank, third quarter operating income 1,468.1 billion ... 3.55% year-on-year increase"
2020-10-27 16:25:00,"신한금융, 3분기 순이익 '1조1447억원'…분기 최대 실적","Shinhan Financial Group, 3Q net profit '1,144.7 billion won'... Quarterly peak performance","Shinhan Bank's third quarter net profit is 1,144.7 billion won'... the largest quarterly result"
2020-10-27 16:09:00,"신한금융, 3분기 누적 순익 2조9502억원…전년비 1.9%↑","Shinhan Financial Group, 3Q cumulative net profit of KRW 2.95 trillion 1.9% year-on-year↑","Shinhan Bank, cumulative third quarter net income of 2,950.2 billion won ... 1.9% year-on-year ↑"
2020-10-27 15:42:00,"신한금융, 3분기 순익 1조1447억원…첫 '분기 1조원' 돌파","Shinhan Financial Group, 3Q net profit of 1,144.7 billion won... First'Quarterly 1 trillion won' breakthrough","Shinhan Bank's third quarter net profit is 1,144.7 billion won ... First quarterly breakthrough of 1 trillion won"
2020-10-27 15:41:00,신한금융도 분기순익 1조원 돌파,Shinhan Financial Group also surpassed 1 trillion won in quarterly profit,Shinhan Bank also surpassed 1 trillion won in quarterly net income
2020-10-27 15:13:00,"신한은행, 기흥코리아와 상생협력 프랜차이즈론 업무협약","Shinhan Bank, Giheung Korea and Win-Win Cooperation Franchise Loan Business Agreement",Shinhan Bank and Giheung Korea Coexistence Cooperation Franchise Loan Business Agreement
2020-10-27 10:55:00,"신한은행, 기흥코리아와 상생협력 프랜차이즈론 업무협약 체결",Shinhan Bank and Giheung Korea signed a win-win partnership franchise loan business agreement,Shinhan Bank signs symbiotic cooperation franchise loan business agreement with Giheung Korea
2020-10-27 13:46:00,"신한 스퀘어브릿지, 문화예술 청년스타트업 지원",Shinhan Square Bridge supports youth startups for culture and arts,"Shinhan Square Bridge, Cultural Arts Youth Startup Support"
2020-10-27 10:09:00,"카뱅, 기업가치 하나우리 제치나…‘카페’ 포함시 KB신한 위협",Carvin's corporate value Hanauri surpasses… Threat of KB Shinhan when'cafe',"Kaben, one corporate value, our platinum ... When including ""cafe"" KB Shinhan threat"
2020-10-27 08:25:00,"SBS, 수익성 개선세 극대화…목표가↑-신한",SBS maximizes profitability improvement… Target price↑-Shinhan,SBS maximizes profits ... Goal ↑ --Shinhan
2020-10-27 05:33:00,"AI가 운용하는 신한금투 '펀드랩'…""최적의 솔루션""","Shinhan Gold Investment'Fund Lab' operated by AI ""The best solution""","Shinhan Gumtsu ""Fund Wrap"" operated by AI ... ""Optimal Solution"""
2020-10-30 16:46:00,"검찰, '라임펀드 판매' 신한금투·한투증권 압수수색···KB증권 이후 ...",Prosecutors' search for'lime fund sales' Shinhan Gold and Hantoo Securities seizure...After KB Securities...,"Prosecution, ""Lime fund sales"" Shinhan Gumtsu, Han investment securities house search ... KB securities and later ..."
2020-10-30 13:53:00,"포스코에너지-신한은행, 협력사 금융지원","POSCO Energy-Shinhan Bank, financial support for business partners","POSCO Energy-Shinhan Bank, Partner Financial Support"
2020-10-30 13:35:00,"포스코에너지, 신한은행과 손잡고 협력회사 금융지원",POSCO ENERGY and Shinhan Bank to support financial support for business partners,POSCO Energy cooperates with Shinhan Bank to provide financial support
2020-10-30 13:23:00,"포스코에너지, 신한은행과 협력사 금융지원","Financial support for POSCO ENERGY, Shinhan Bank and partners",POSCO Energy Partners with Shinhan Bank Financial Support
2020-10-30 16:46:00,"검찰, '라임펀드 판매' 신한금투·한투증권 압수수색···KB증권 이후 ...",Prosecutors' search for'lime fund sales' Shinhan Gold and Hantoo Securities seizure...After KB Securities...,"Prosecution, ""Lime fund sales"" Shinhan Gumtsu, Han investment securities house search ... KB securities and later ..."
2020-10-30 13:53:00,"포스코에너지-신한은행, 협력사 금융지원","POSCO Energy-Shinhan Bank, financial support for business partners","POSCO Energy-Shinhan Bank, Partner Financial Support"
2020-10-30 13:35:00,"포스코에너지, 신한은행과 손잡고 협력회사 금융지원",POSCO ENERGY and Shinhan Bank to support financial support for business partners,POSCO Energy cooperates with Shinhan Bank to provide financial support
2020-10-30 13:23:00,"포스코에너지, 신한은행과 협력사 금융지원","Financial support for POSCO ENERGY, Shinhan Bank and partners",POSCO Energy Partners with Shinhan Bank Financial Support
2020-10-30 13:11:00,신한금융 CEO들 디지털 경쟁 ‘후끈’…핵심성과 지표 반영,Shinhan Financial CEOs'hot' digital competition… Reflecting key performance indicators,"Shinhan Bank CEO Digital Competition ""and others' ... Reflected in key performance indicators"
2020-10-30 10:08:00,신한금융 CEO들 ‘디지털 전쟁’…핵심평가 지표로,Shinhan Financial CEOs “digital war”… As a core evaluation index,"Shinhan Bank CEO ""Digital War"" ... as a major evaluation index"
2020-10-30 08:54:00,"미스터블루, 웹툰 호조·게임 해외 진출 모멘텀 긍정적 -신한","Mr. Blue, webtoon booming, game overseas expansion momentum positive -Shinhan","Mr. Blue, Weptung are doing well, the momentum of overseas game expansion is positive --Shinhan"
2020-10-30 08:02:00,"삼성전자, 3Q 호실적…D램값 내년 1Q부터 상승 전망-신한","Samsung Electronics, 3Q good performance... DRAM prices to rise from 1Q next year-Shinhan","Samsung Electronics, 3Q good results ... D Remgap Expected to rise from 1Q next year --Shinhan"
2020-10-29 18:35:00,"신한GIB, 정부 '수소충전소' 사업 재무적투자 참여",Shinhan GIB participates in financial investment in government'hydrogen charging station' business,"Shinhan GIB participates in financial investment in government ""hydrogen station"" project"
2020-10-29 17:38:00,"신한금융컨소, 수소충전소 SPC 재무적투자자로 선정","Shinhan Financial Conso, selected as SPC financial investor for hydrogen charging station",Shinhan Financial Conso Selected as Hydrogen Station SPC Financial Investor
2020-10-29 17:06:00,[단독] 한국형 뉴딜 1호 수소차 충전소 SPC 재무적 투자자에 신한...,[Exclusive] Korean New Deal No. 1 Hydrogen Car Charging Station SPC Financial Investors,[Independent] Korean New Deal No. 1 Hydrogen Secondary Filling Station SPC Shinhan as a financial investor ...
2020-10-29 17:42:00,"신한은행, 퇴직연금 수익률 ‘전부문 1위’","Shinhan Bank, “No. 1 in all sectors” in retirement pension yield","Shinhan Bank, Retirement Pension Profitability ""No. 1 in All Categories"""
2020-10-29 10:04:00,"신한은행, 3분기 퇴직연금 수익률 전 부문 1위",Shinhan Bank ranks first in all categories of retirement pension returns in the third quarter,Shinhan Bank ranked first in all categories of retirement pension profitability in the third quarter
2020-10-29 14:49:00,"신한은행, '응답하라 헤이영! 해시태그 이벤트' 실시","Shinhan Bank said,'Reply Hey Young! Hashtag Event'","Shinhan Bank holds ""Reply 1988! Hashtag event"""
2020-10-29 13:39:00,"신한은행, 응답하라 헤이영! 해시태그 이벤트 실시","Shinhan Bank, please answer Hey Young! Hashtag event held","Shinhan Bank, Reply 1988, a little zero! Hashtag event implementation"
2020-10-29 13:31:00,"신한은행 ""부모님 20대 사진 올리면 선물 드려요""","Shinhan Bank ""I'll give you a present if you upload a picture of your parents in their 20s""","Shinhan Bank ""Parents will give a gift if they give a photo of their 20s"""
2020-10-30 16:46:00,"검찰, '라임펀드 판매' 신한금투·한투증권 압수수색···KB증권 이후 ...",Prosecutors' search for'lime fund sales' Shinhan Gold and Hantoo Securities seizure...After KB Securities...,"Prosecution, ""Lime fund sales"" Shinhan Gumtsu, Han investment securities house search ... KB securities and later ..."
2020-10-30 13:53:00,"포스코에너지-신한은행, 협력사 금융지원","POSCO Energy-Shinhan Bank, financial support for business partners","POSCO Energy-Shinhan Bank, Partner Financial Support"
2020-10-30 13:35:00,"포스코에너지, 신한은행과 손잡고 협력회사 금융지원",POSCO ENERGY and Shinhan Bank to support financial support for business partners,POSCO Energy cooperates with Shinhan Bank to provide financial support
2020-10-30 13:23:00,"포스코에너지, 신한은행과 협력사 금융지원","Financial support for POSCO ENERGY, Shinhan Bank and partners",POSCO Energy Partners with Shinhan Bank Financial Support
2020-10-30 13:11:00,신한금융 CEO들 디지털 경쟁 ‘후끈’…핵심성과 지표 반영,Shinhan Financial CEOs'hot' digital competition… Reflecting key performance indicators,"Shinhan Bank CEO Digital Competition ""and others' ... Reflected in key performance indicators"
2020-10-30 10:08:00,신한금융 CEO들 ‘디지털 전쟁’…핵심평가 지표로,Shinhan Financial CEOs “digital war”… As a core evaluation index,"Shinhan Bank CEO ""Digital War"" ... as a major evaluation index"
2020-10-30 08:54:00,"미스터블루, 웹툰 호조·게임 해외 진출 모멘텀 긍정적 -신한","Mr. Blue, webtoon booming, game overseas expansion momentum positive -Shinhan","Mr. Blue, Weptung are doing well, the momentum of overseas game expansion is positive --Shinhan"
2020-10-30 08:02:00,"삼성전자, 3Q 호실적…D램값 내년 1Q부터 상승 전망-신한","Samsung Electronics, 3Q good performance... DRAM prices to rise from 1Q next year-Shinhan","Samsung Electronics, 3Q good results ... D Remgap Expected to rise from 1Q next year --Shinhan"
2020-10-29 18:35:00,"신한GIB, 정부 '수소충전소' 사업 재무적투자 참여",Shinhan GIB participates in financial investment in government'hydrogen charging station' business,"Shinhan GIB participates in financial investment in government ""hydrogen station"" project"
2020-10-29 17:38:00,"신한금융컨소, 수소충전소 SPC 재무적투자자로 선정","Shinhan Financial Conso, selected as SPC financial investor for hydrogen charging station",Shinhan Financial Conso Selected as Hydrogen Station SPC Financial Investor
2020-10-29 17:06:00,[단독] 한국형 뉴딜 1호 수소차 충전소 SPC 재무적 투자자에 신한...,[Exclusive] Korean New Deal No. 1 Hydrogen Car Charging Station SPC Financial Investors,[Independent] Korean New Deal No. 1 Hydrogen Secondary Filling Station SPC Shinhan as a financial investor ...
2020-10-29 17:42:00,"신한은행, 퇴직연금 수익률 ‘전부문 1위’","Shinhan Bank, “No. 1 in all sectors” in retirement pension yield","Shinhan Bank, Retirement Pension Profitability ""No. 1 in All Categories"""
2020-10-29 10:04:00,"신한은행, 3분기 퇴직연금 수익률 전 부문 1위",Shinhan Bank ranks first in all categories of retirement pension returns in the third quarter,Shinhan Bank ranked first in all categories of retirement pension profitability in the third quarter
2020-10-29 14:49:00,"신한은행, '응답하라 헤이영! 해시태그 이벤트' 실시","Shinhan Bank said,'Reply Hey Young! Hashtag Event'","Shinhan Bank holds ""Reply 1988! Hashtag event"""
2020-10-29 13:39:00,"신한은행, 응답하라 헤이영! 해시태그 이벤트 실시","Shinhan Bank, please answer Hey Young! Hashtag event held","Shinhan Bank, Reply 1988, a little zero! Hashtag event implementation"
2020-10-29 13:31:00,"신한은행 ""부모님 20대 사진 올리면 선물 드려요""","Shinhan Bank ""I'll give you a present if you upload a picture of your parents in their 20s""","Shinhan Bank ""Parents will give a gift if they give a photo of their 20s"""
2020-10-29 14:22:00,"전직 신한금투 사장들, 굳은 표정으로 금감원 제재심 출석",Former CEOs of Shinhan Geumtu appear firmly at the FSS sanctions hearing,Former Shinhan President Gumtu and others attend the financial supervisory service retrial
2020-10-29 11:06:00,"신한은행, 3분기 퇴직연금 수익률 DB·DC·IRP 전 부문 1위",Shinhan Bank ranks first in all categories of DB·DC·IRP in 3Q retirement pension yield,Shinhan Bank ranked first in all categories of DB / DC / IRP for retirement pension profitability in the third quarter
2020-10-29 09:56:00,"신한은행, 3분기 퇴직연금 수익률 전 부문 1위",Shinhan Bank ranks first in all categories of retirement pension returns in the third quarter,Shinhan Bank ranked first in all categories of retirement pension profitability in the third quarter
2020-10-29 17:38:00,"신한금융컨소, 수소충전소 SPC 재무적투자자로 선정","Shinhan Financial Conso, selected as SPC financial investor for hydrogen charging station",Shinhan Financial Conso Selected as Hydrogen Station SPC Financial Investor
2020-10-29 17:06:00,[단독] 한국형 뉴딜 1호 수소차 충전소 SPC 재무적 투자자에 신한...,[Exclusive] Korean New Deal No. 1 Hydrogen Car Charging Station SPC Financial Investors,[Independent] Korean New Deal No. 1 Hydrogen Secondary Filling Station SPC Shinhan as a financial investor ...
2020-10-29 14:49:00,"신한은행, '응답하라 헤이영! 해시태그 이벤트' 실시","Shinhan Bank said,'Reply Hey Young! Hashtag Event'","Shinhan Bank holds ""Reply 1988! Hashtag event"""
2020-10-29 13:39:00,"신한은행, 응답하라 헤이영! 해시태그 이벤트 실시","Shinhan Bank, please answer Hey Young! Hashtag event held","Shinhan Bank, Reply 1988, a little zero! Hashtag event implementation"
2020-10-29 13:31:00,"신한은행 ""부모님 20대 사진 올리면 선물 드려요""","Shinhan Bank ""I'll give you a present if you upload a picture of your parents in their 20s""","Shinhan Bank ""Parents will give a gift if they give a photo of their 20s"""
2020-10-29 14:22:00,"전직 신한금투 사장들, 굳은 표정으로 금감원 제재심 출석",Former CEOs of Shinhan Geumtu appear firmly at the FSS sanctions hearing,Former Shinhan President Gumtu and others attend the financial supervisory service retrial
2020-10-29 11:06:00,"신한은행, 3분기 퇴직연금 수익률 DB·DC·IRP 전 부문 1위",Shinhan Bank ranks first in all categories of DB·DC·IRP in 3Q retirement pension yield,Shinhan Bank ranked first in all categories of DB / DC / IRP for retirement pension profitability in the third quarter
2020-10-29 09:56:00,"신한은행, 3분기 퇴직연금 수익률 전 부문 1위",Shinhan Bank ranks first in all categories of retirement pension returns in the third quarter,Shinhan Bank ranked first in all categories of retirement pension profitability in the third quarter
2020-10-29 10:04:00,"신한은행, 3분기 퇴직연금 수익률 전 부문 1위",Shinhan Bank ranks first in all categories of retirement pension returns in the third quarter,Shinhan Bank ranked first in all categories of retirement pension profitability in the third quarter
2020-10-29 08:31:00,[한경스타워즈] 신한금융 S플래티넘 4.51%…유니테스트로 부진 탈출 ...,[Hankyung Star Wars] Shinhan Financial S Platinum 4.51%… Escape from sluggishness with unitest ...,[Han Geng Star Wars] Shinhan Financial S Platinum 4.51% ... Escape from slump in Unitest ...
2020-10-29 07:49:00,"에스오일, 3Q 컨세서스 하회…영업적자 지속-신한","S-OIL, 3Q consensus is below Continued operating deficit-Shinhan",S oil falls below 3Q Concesus ... Business deficit continues-Shinhan
2020-10-28 19:37:00,'2020 글로벌 금융대상' 종합 대상에 신한은행,Shinhan Bank in the '2020 Global Finance Awards',"Shinhan Bank as a comprehensive destination for ""2020 Global Financial Targets"""
2020-10-28 17:59:00,"신한은행-LG CNS, 디지털화폐 시범구축 MOU","Shinhan Bank-LG CNS, MOU for digital currency pilot construction","Shinhan Bank-LG CNS, Digital Money Test Construction MOU"
2020-10-28 14:37:00,"신한은행-LG CNS, 디지털화폐 시범구축 나서",Shinhan Bank-LG CNS launches digital currency pilot,"Shinhan Bank-LG CNS, from digital money test construction"
2020-10-28 10:59:00,"신한은행, LG CNS와 디지털 화폐 플랫폼 시범 구축 업무협약",Shinhan Bank signed a business agreement with LG CNS to build a pilot digital currency platform,Shinhan Bank and LG CNS build demo of digital money platform Business agreement
2020-10-28 10:44:00,"신한은행, LG CNS와 블록체인 업무협약",Blockchain business agreement with Shinhan Bank and LG CNS,Blockchain business agreement with Shinhan Bank and LG CNS
2020-10-28 10:41:00,"신한은행, LG CNS와 디지털 화폐 기술협력 업무협약 체결",Shinhan Bank signs digital currency technology cooperation business agreement with LG CNS,Shinhan Bank signs digital money technical cooperation agreement with LG CNS
2020-10-28 09:56:00,"신한은행, LG CNS와 디지털 화폐 플랫폼 시범 구축 업무협약 체결",Shinhan Bank signed a business agreement with LG CNS to build a pilot digital currency platform,Shinhan Bank signs business agreement with LG CNS to build demo of digital money platform
