,Date,EngTitle,posneg,neg,pos,neu,compound,vader_pred,New_date(str),New_Date(dt)
52,2020-10-30 15:34:00,"[Breaking News] LG Electronics, 3Q sales of 16,919.6 billion won... Second quarter",-1,0.0,0.0,1.0,0.0,0,2020-10-30,2020-10-30 00:00:00
53,2020-10-30 15:32:00,"[Breaking News] LG Electronics, 3Q sales of 16.9 trillion, operating profit 959 billion'Quarterly reverse...",-1,0.0,0.182,0.818,0.4404,1,2020-10-30,2020-10-30 00:00:00
54,2020-10-30 15:30:00,"[Breaking News] LG Electronics, 3Q sales of 16,919.6 billion, operating profit of 9590 billion",-1,0.0,0.182,0.818,0.4404,1,2020-10-30,2020-10-30 00:00:00
55,2020-10-30 13:03:00,Dongwon F&B-LG Electronics and HMR market cooperation... Automatic cooking service MOU,0,0.0,0.0,1.0,0.0,0,2020-10-30,2020-10-30 00:00:00
56,2020-10-30 11:39:00,Dongwon F&B to cooperate with LG Electronics in the HMR market,0,0.0,0.0,1.0,0.0,0,2020-10-30,2020-10-30 00:00:00
57,2020-10-30 10:41:00,Dongwon F&B and LG Electronics lead the digital trend in the home convenience food market,0,0.0,0.0,1.0,0.0,0,2020-10-30,2020-10-30 00:00:00
58,2020-10-30 10:39:00,"Dongwon F&B, MOU with LG Electronics...""Leading in HMR market trends""",0,0.0,0.0,1.0,0.0,0,2020-10-30,2020-10-30 00:00:00
59,2020-10-30 10:36:00,Dongwon F&B's dumplings cooked by LG Electronics' lightwave oven,0,0.14,0.0,0.86,-0.0772,0,2020-10-30,2020-10-30 00:00:00
60,2020-10-30 11:31:00,Just put in the dumplings and the oven will cook it... Dongwon F&B-LG Electronics,0,0.091,0.0,0.909,-0.0772,0,2020-10-30,2020-10-30 00:00:00
61,2020-10-30 10:44:00,LG Electronics-Dongwon F&B looking for recipes for lightwave oven,0,0.0,0.0,1.0,0.0,0,2020-10-30,2020-10-30 00:00:00
62,2020-10-30 10:01:00,LG Electronics-Dongwon F&B finds the best recipe,1,0.0,0.41200000000000003,0.588,0.6369,1,2020-10-30,2020-10-30 00:00:00
63,2020-10-30 10:01:00,LG Electronics-Dongwon F&B finds the best recipe,1,0.0,0.41200000000000003,0.588,0.6369,1,2020-10-30,2020-10-30 00:00:00
64,2020-10-30 10:00:00,"Business agreement with LG Electronics, Dongwon F&B... Expansion of convenient food using light wave oven",0,0.0,0.18600000000000003,0.8140000000000001,0.4939,1,2020-10-30,2020-10-30 00:00:00
65,2020-10-30 10:00:00,"Business agreement with LG Electronics, Dongwon F&B... Expansion of convenient food using light wave oven",0,0.0,0.18600000000000003,0.8140000000000001,0.4939,1,2020-10-30,2020-10-30 00:00:00
66,2020-10-30 10:15:00,LG Electronics signs business agreement with Dongwon F&B to find the best recipes,1,0.0,0.402,0.598,0.8126,1,2020-10-30,2020-10-30 00:00:00
67,2020-10-30 10:04:00,LG Electronics and Dongwon F&B signed a business agreement to'diversify convenient functions',0,0.0,0.242,0.758,0.4939,1,2020-10-30,2020-10-30 00:00:00
68,2020-10-29 14:46:00,LG Electronics Signature Kitchen On-Tact Cooking Class,0,0.0,0.0,1.0,0.0,0,2020-10-29,2020-10-29 00:00:00
69,2020-10-29 10:01:00,"LG Electronics, Signature Kitchen Suite On-Tact Marketing",0,0.0,0.0,1.0,0.0,0,2020-10-29,2020-10-29 00:00:00
70,2020-10-29 10:01:00,"LG Electronics, Signature Kitchen Suite On-Tact Marketing",0,0.0,0.0,1.0,0.0,0,2020-10-29,2020-10-29 00:00:00
71,2020-10-29 10:01:00,"LG Electronics, Signature Kitchen Suite On-Tact Marketing",0,0.0,0.0,1.0,0.0,0,2020-10-29,2020-10-29 00:00:00
72,2020-10-29 10:00:00,"LG Electronics, On-Tact Cooking Class at Signature Kitchen Suite Nonhyeon Showroom",0,0.0,0.0,1.0,0.0,0,2020-10-29,2020-10-29 00:00:00
73,2020-10-29 14:02:00,LG Electronics supplies'Chloe Subbot' to medical institutions one after another,0,0.0,0.0,1.0,0.0,0,2020-10-29,2020-10-29 00:00:00
74,2020-10-29 11:01:00,LG Electronics supplies Chloe subbots to medical institutions,0,0.0,0.0,1.0,0.0,0,2020-10-29,2020-10-29 00:00:00
75,2020-10-29 14:00:00,"Danal, strategic alliance with LG Electronics... 'LG Pay mobile phone payment' service opened",0,0.10400000000000001,0.0,0.8959999999999999,-0.1027,-1,2020-10-29,2020-10-29 00:00:00
76,2020-10-29 10:56:00,"Danal, strategic alliance with LG Electronics... LG Pay mobile phone payment service launched",0,0.10099999999999999,0.10800000000000001,0.7909999999999999,0.0258,0,2020-10-29,2020-10-29 00:00:00
77,2020-10-29 09:26:00,Danal signs strategic alliance with LG Electronics to launch LG Pay mobile phone payment service,0,0.091,0.0,0.909,-0.1027,-1,2020-10-29,2020-10-29 00:00:00
78,2020-10-29 09:10:00,"""LG Electronics, strong won is a factor in the share price rise""-KB Securities",1,0.0,0.588,0.41200000000000003,0.8859999999999999,1,2020-10-29,2020-10-29 00:00:00
79,2020-10-28 17:42:00,LG Electronics' annual operating profit exceeds the first 3 trillion won,-1,0.0,0.452,0.5479999999999999,0.765,1,2020-10-29,2020-10-29 00:00:00
80,2020-10-28 17:40:00,POSCO·LG Electronics·KT&G… The undervalued 株 to spread wings next year,1,0.0,0.0,1.0,0.0,0,2020-10-29,2020-10-29 00:00:00
81,2020-10-28 17:35:00,"[Photo] LG Electronics, joint development of manufacturing equipment core technology with machinery",0,0.0,0.0,1.0,0.0,0,2020-10-29,2020-10-29 00:00:00
82,2020-10-28 15:56:00,"LG Electronics and Korea Institute of Machinery and Materials jointly develop core technologies for'small, deputy, and chief'",0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
83,2020-10-28 10:00:00,LG Electronics-Korea Institute of Machinery and Materials jointly develops core technology for material parts and equipment,0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
84,2020-10-28 10:00:00,LG Electronics-Korea Institute of Machinery and Materials jointly develops core technology for material parts and equipment,0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
85,2020-10-28 15:50:00,LG Electronics hosts KPGA'LG Signature Players Championship',0,0.0,0.326,0.674,0.4404,1,2020-10-28,2020-10-28 00:00:00
86,2020-10-28 15:01:00,"LG Electronics, the last KPGA'LG Signature Players Championship' this year...",0,0.0,0.244,0.7559999999999999,0.4404,1,2020-10-28,2020-10-28 00:00:00
87,2020-10-28 15:01:00,"LG Electronics, the last KPGA'LG Signature Players Championship' this year...",0,0.0,0.244,0.7559999999999999,0.4404,1,2020-10-28,2020-10-28 00:00:00
88,2020-10-28 15:01:00,"LG Electronics, the last KPGA'LG Signature Players Championship' this year...",0,0.0,0.244,0.7559999999999999,0.4404,1,2020-10-28,2020-10-28 00:00:00
89,2020-10-28 15:16:00,LG Electronics-Machine Institute jointly develops core technology for'small manager',0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
90,2020-10-28 14:43:00,Kalgan LG Electronics and Korea Institute of Machinery and Materials jointly develop core technology,0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
91,2020-10-28 11:51:00,LG Electronics and Korea Institute of Machinery and Materials jointly develop core technologies,0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
92,2020-10-28 11:37:00,LG Electronics-Korea Institute of Machinery and Materials joint development of core technology,0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
93,2020-10-28 10:02:00,LG Electronics-Korea Institute of Machinery and Materials jointly develops core technology for “small manager”,0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
94,2020-10-28 10:00:00,LG Electronics and Korea Institute of Machinery and Materials cooperate to jointly develop core technology for'small manager',0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
95,2020-10-28 10:00:00,LG Electronics and Korea Institute of Machinery and Materials cooperate to jointly develop core technology for'small manager',0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
96,2020-10-28 10:00:00,LG Electronics and Korea Institute of Machinery and Materials cooperate to jointly develop core technology for'small manager',0,0.0,0.0,1.0,0.0,0,2020-10-28,2020-10-28 00:00:00
97,2020-10-28 10:06:00,Ninetech and LG Electronics contracted 8.5 billion won secondary battery manufacturing equipment,-1,0.0,0.252,0.748,0.5719,1,2020-10-28,2020-10-28 00:00:00
98,2020-10-28 09:27:00,Ninetech signed a supply contract worth 8.5 billion won with LG Electronics,-1,0.0,0.384,0.616,0.6808,1,2020-10-28,2020-10-28 00:00:00
99,2020-10-28 09:21:00,Ninetech signed a contract to supply 8.5 billion won worth of secondary battery manufacturing equipment to LG Electronics,-1,0.0,0.272,0.728,0.6808,1,2020-10-28,2020-10-28 00:00:00
100,2020-10-27 14:39:00,"LG Electronics, Australia's top TV brand for 5 consecutive years",-1,0.0,0.184,0.816,0.2023,1,2020-10-27,2020-10-27 00:00:00
101,2020-10-27 11:33:00,LG Electronics selected as Australia's best TV brand for 5 consecutive years,0,0.0,0.29600000000000004,0.7040000000000001,0.6369,1,2020-10-27,2020-10-27 00:00:00
102,2020-10-27 11:02:00,LG Electronics selected as Australia's best TV brand for 5 consecutive years,0,0.0,0.29600000000000004,0.7040000000000001,0.6369,1,2020-10-27,2020-10-27 00:00:00
103,2020-10-27 11:01:00,LG Electronics selected as'Australian Best TV Brand' for 5 consecutive years,0,0.0,0.318,0.682,0.6369,1,2020-10-27,2020-10-27 00:00:00
104,2020-10-27 11:00:00,Selected as the best TV brand in Australia for 5 consecutive years by LG Electronics,0,0.0,0.244,0.7559999999999999,0.6369,1,2020-10-27,2020-10-27 00:00:00
105,2020-10-27 11:00:00,Selected as the best TV brand in Australia for 5 consecutive years by LG Electronics,0,0.0,0.244,0.7559999999999999,0.6369,1,2020-10-27,2020-10-27 00:00:00
106,2020-10-27 11:34:00,"“More comfortable and meticulous clothing management”… LG Electronics, Trom Styler Black Edition 2",-1,0.0,0.231,0.769,0.5106,1,2020-10-27,2020-10-27 00:00:00
107,2020-10-27 10:03:00,“More convenient and detailed” LG Electronics launched Trom Styler Black Edition 2,-1,0.0,0.13,0.87,0.128,1,2020-10-27,2020-10-27 00:00:00
108,2020-10-27 10:01:00,"LG Electronics, more convenient and more meticulous trom styler Black Edition 2 released on the 29th",-1,0.0,0.0,1.0,0.0,0,2020-10-27,2020-10-27 00:00:00
109,2020-10-27 11:20:00,LG Electronics selected as Australia's best TV brand for 5 consecutive years,0,0.0,0.29600000000000004,0.7040000000000001,0.6369,1,2020-10-27,2020-10-27 00:00:00
110,2020-10-27 11:00:00,Selected as the best TV brand in Australia for 5 consecutive years by LG Electronics,0,0.0,0.244,0.7559999999999999,0.6369,1,2020-10-27,2020-10-27 00:00:00
111,2020-10-27 10:30:00,LG Electronics launches Trom Styler Black Edition 2,-1,0.0,0.0,1.0,0.0,0,2020-10-27,2020-10-27 00:00:00
112,2020-10-27 10:01:00,"LG Electronics, more convenient and more meticulous trom styler Black Edition 2 released on the 29th",-1,0.0,0.0,1.0,0.0,0,2020-10-27,2020-10-27 00:00:00
113,2020-10-27 10:00:00,"LG Electronics launches Trom Styler Black Edition 2 ""Functional enhancement""",-1,0.0,0.0,1.0,0.0,0,2020-10-27,2020-10-27 00:00:00
114,2020-10-27 10:00:00,"LG Electronics launches Trom Styler Black Edition 2 ""Functional enhancement""",-1,0.0,0.0,1.0,0.0,0,2020-10-27,2020-10-27 00:00:00
115,2020-10-26 16:30:00,Universal Robot and LG Electronics to develop and cooperate in the service industry market,0,0.0,0.0,1.0,0.0,0,2020-10-27,2020-10-27 00:00:00
116,2020-10-26 13:24:00,Universal Robot and LG Electronics to develop and cooperate in industrial market through partnership...,0,0.0,0.0,1.0,0.0,0,2020-10-26,2020-10-26 00:00:00
117,2020-10-26 15:23:00,"LG Electronics, refrigerator body ice making patent provided to Electrolux",0,0.0,0.0,1.0,0.0,0,2020-10-26,2020-10-26 00:00:00
118,2020-10-26 11:44:00,LG Electronics supplies French door ice making technology patent to Electrolux,0,0.0,0.0,1.0,0.0,0,2020-10-26,2020-10-26 00:00:00
119,2020-10-26 11:01:00,LG Electronics and Electrolux signed a patent licensing agreement for ice making refrigerators,0,0.0,0.225,0.775,0.4939,1,2020-10-26,2020-10-26 00:00:00
120,2020-10-26 11:01:00,LG Electronics and Electrolux signed a patent licensing agreement for ice making refrigerators,0,0.0,0.225,0.775,0.4939,1,2020-10-26,2020-10-26 00:00:00
121,2020-10-26 11:01:00,LG Electronics and Electrolux signed a patent licensing agreement for ice making refrigerators,0,0.0,0.225,0.775,0.4939,1,2020-10-26,2020-10-26 00:00:00
122,2020-10-26 11:00:00,LG Electronics' ice making technology will also enter the Electrolux refrigerator,0,0.0,0.0,1.0,0.0,0,2020-10-26,2020-10-26 00:00:00
123,2020-10-26 11:00:00,LG Electronics' ice making technology will also enter the Electrolux refrigerator,0,0.0,0.0,1.0,0.0,0,2020-10-26,2020-10-26 00:00:00
124,2020-10-26 11:00:00,LG Electronics' ice making technology will also enter the Electrolux refrigerator,0,0.0,0.0,1.0,0.0,0,2020-10-26,2020-10-26 00:00:00
125,2020-10-31 09:52:00,LG Electronics expected to surpass 3 trillion won for the first time in this year's operating profit history,0,0.0,0.306,0.6940000000000001,0.765,1,2020-10-31,2020-10-31 00:00:00
126,2020-10-30 17:50:00,"LG Electronics, the highest performance in the third quarter of history… ""Home appliances and TV doubles with the pent-up effect"" (...",1,0.0,0.0,1.0,0.0,0,2020-10-31,2020-10-31 00:00:00
127,2020-10-30 17:38:00,LG Electronics surpassed 2 trillion won in sales profits for household appliances,0,0.0,0.423,0.5770000000000001,0.765,1,2020-10-31,2020-10-31 00:00:00
128,2020-10-30 16:26:00,"Dragging new home appliances and pushing TV... LG Electronics, the highest performance in the third quarter of all time (total)",0,0.0,0.0,1.0,0.0,0,2020-10-31,2020-10-31 00:00:00
129,2020-10-30 17:32:00,Home appliances·TV 3rd quarter'Burnty'... LG Electronics' annual 3 trillion operating profits,-1,0.0,0.244,0.7559999999999999,0.4404,1,2020-10-31,2020-10-31 00:00:00
130,2020-10-30 16:01:00,"[Complementary] LG Electronics' 3Q operating profit and sales, quarterly maximum… Pull home appliances, T...",0,0.0,0.182,0.818,0.4404,1,2020-10-31,2020-10-31 00:00:00
131,2020-10-30 17:21:00,"Home appliances and TV twins… LG Electronics, 3Q profit nearing 1 trillion",0,0.0,0.225,0.775,0.4404,1,2020-10-31,2020-10-31 00:00:00
132,2020-10-30 16:19:00,"LG Electronics' annual profit breaks through 3 trillion for the first time,'counter reading'… 3Q operating profit 959 billion",-1,0.0,0.27899999999999997,0.721,0.7003,1,2020-10-31,2020-10-31 00:00:00
133,2020-10-30 16:06:00,"LG Electronics' home appliance sales exceeded 2 trillion won... Sales, operating profit in the third quarter of all time...",-1,0.0,0.146,0.8540000000000001,0.4404,1,2020-10-31,2020-10-31 00:00:00
134,2020-10-30 16:01:00,"[Complementary] LG Electronics' 3Q operating profit and sales, quarterly maximum… Pull home appliances, T...",0,0.0,0.182,0.818,0.4404,1,2020-10-31,2020-10-31 00:00:00
135,2020-10-30 15:56:00,"LG Electronics, 3Q operating profit of 9590 billion won... Maximum in the third quarter (complementary)",-1,0.0,0.172,0.828,0.4404,1,2020-10-30,2020-10-30 00:00:00
136,2020-10-30 15:56:00,"LG Electronics, 3Q operating profit of 9590 billion won... Maximum in the third quarter (complementary)",-1,0.0,0.172,0.828,0.4404,1,2020-10-30,2020-10-30 00:00:00
137,2020-10-30 17:10:00,"[Concall] LG Electronics ""Developing a new light source with ZKW for vehicle lamp competitiveness""",0,0.0,0.0,1.0,0.0,0,2020-10-31,2020-10-31 00:00:00
138,2020-10-30 17:02:00,"""Developing new light sources with ZKW, seeking new orders in cooperation with OEM companies""-...",0,0.0,0.0,1.0,0.0,0,2020-10-31,2020-10-31 00:00:00
139,2020-10-30 17:06:00,"[Overall] LG Electronics, which recorded the highest performance in the third quarter in 11 years, survived the corona crisis...",1,0.0,0.155,0.845,0.5106,1,2020-10-31,2020-10-31 00:00:00
140,2020-10-30 16:28:00,LG Electronics surpassed KRW 2 trillion in accumulated operating profit... 3rd quarter record high performance (total),0,0.0,0.0,1.0,0.0,0,2020-10-31,2020-10-31 00:00:00
141,2020-10-30 16:01:00,"[Complementary] LG Electronics' 3Q operating profit and sales, quarterly maximum… Pull home appliances, T...",0,0.0,0.182,0.818,0.4404,1,2020-10-31,2020-10-31 00:00:00
142,2020-10-30 15:45:00,"LG Electronics, 3Q operating profit approaching 1 trillion won... The largest ever (2 steps)",-1,0.0,0.195,0.805,0.4404,1,2020-10-30,2020-10-30 00:00:00
143,2020-10-30 17:01:00,"[Concall] LG Electronics ""I'm used to LCD panel price fluctuations... to respond to the situation...",0,0.0,0.0,1.0,0.0,0,2020-10-31,2020-10-31 00:00:00
144,2020-10-30 16:55:00,"""LCD panel price rises until this year, declines or maintains next year""-LG Electronics...",0,0.0,0.0,1.0,0.0,0,2020-10-31,2020-10-31 00:00:00
145,2020-10-30 17:21:00,"Home appliances and TV twins… LG Electronics, 3Q profit nearing 1 trillion",0,0.0,0.225,0.775,0.4404,1,2020-10-31,2020-10-31 00:00:00
146,2020-10-30 16:19:00,"LG Electronics' annual profit breaks through 3 trillion for the first time,'counter reading'… 3Q operating profit 959 billion",-1,0.0,0.27899999999999997,0.721,0.7003,1,2020-10-31,2020-10-31 00:00:00
147,2020-10-30 16:06:00,"LG Electronics' home appliance sales exceeded 2 trillion won... Sales, operating profit in the third quarter of all time...",-1,0.0,0.146,0.8540000000000001,0.4404,1,2020-10-31,2020-10-31 00:00:00
