Date,EngTitle,posneg,neg,pos,neu,compound,vader_pred
2020-10-22 07:42:00,"Kakao, whose status has risen, begins to procure '340 billion' M&A live ammunition overseas",-1,0.0,0.0,1.0,0.0,0
2020-10-22 10:40:00,The coming 25th is the day of Dokdo... Kakao Makers launch a special edition,0,0.0,0.184,0.816,0.4019,1
2020-10-22 09:35:00,"Adjustment of the disposal of treasury stocks for Kakao, the price of ‘750,000 → 71,000 shares’ is 470,225...",0,0.0,0.101,0.899,0.2023,1
2020-10-21 23:32:00,"""The number of copies is small now""... Donghak ants start Naver and Kakao'stop loss'",-1,0.147,0.083,0.769,-0.25,-1
2020-10-21 18:00:00,Kakao issues 339.5 billion won of foreign exchange bonds,-1,0.0,0.316,0.684,0.5719,1
2020-10-21 17:35:00,[Market Insight] Kakao issues $300 million in exchange bonds in Singapore,-1,0.0,0.0,1.0,0.0,0
2020-10-21 17:05:00,Kakao decides to issue 339.6 billion of foreign exchange bonds,-1,0.0,0.0,1.0,0.0,0
2020-10-21 16:59:00,Kakao decides to issue USD 300 million exchange bonds...,-1,0.0,0.0,1.0,0.0,0
2020-10-21 17:34:00,"[Signal] M&A's big hand, Kakao, secured 340 billion won in overseas projects",-1,0.0,0.516,0.484,0.8625,1
2020-10-21 14:40:00,Kakao won the first Korean IR award after listing on KOSPI,0,0.0,0.444,0.556,0.802,1
2020-10-21 10:38:00,Kakao won the Excellence Prize in the securities market at the Korea IR Awards,0,0.0,0.644,0.356,0.946,1
2020-10-21 09:30:00,Shall we buy'Laura Mercier' at Kakao Shopping Live?,0,0.0,0.0,1.0,0.0,0
2020-10-21 09:21:00,Buy luxury cosmetics at Kakao Shopping Live,0,0.0,0.0,1.0,0.0,0
2020-10-20 05:00:00,Will SKT and Kakao Shake'Strategic Blood Alliance' with Uber?,0,0.0,0.0,1.0,0.0,0
2020-10-19 10:50:00,'Lineworks' →'Naverworks' rebranding Correspondence to Kakao Walk?,0,0.0,0.0,1.0,0.0,0
2020-10-19 09:12:00,"FNC enters a distribution contract with Kakao M ""Investment in full-scale with 85.1 billion won in cash""",-1,0.0,0.209,0.791,0.5719,1
2020-10-19 09:03:00,FNC Entertainment and Kakao M for distribution of music content… Secured 85 billion cash,-1,0.0,0.333,0.667,0.6705,1
2020-10-19 05:46:00,AI Vibe Company from Kakao,0,0.0,0.0,1.0,0.0,0
2020-10-18 17:08:00,Maker Dao joins Kakao blockchain'Clayton',0,0.0,0.0,1.0,0.0,0
2020-10-18 07:01:00,The reason why the No. 1 electronic payment company in the US joined Kakao instead of Facebook [Kim San-ha...,0,0.115,0.0,0.885,-0.296,-1
2020-10-16 10:15:00,"Kakao and K Bank, '100% household loans', soaring insolvent loan ratio",0,0.0,0.0,1.0,0.0,0
2020-10-16 09:00:00,Kakao continues to perform well in the growth of all business divisions.. Goal ↑- instead,0,0.0,0.266,0.734,0.5719,1
2020-10-15 17:26:00,Finance “WM·IB·Trade Finance is the way banks live between Kakao and Naver”,0,0.0,0.0,1.0,0.0,0
2020-10-15 10:43:00,Moorim Paper sponsors Kakao Brunch and the birth of an author,0,0.0,0.0,1.0,0.0,0
2020-10-15 09:58:00,Moorim Paper joined hands with Kakao to support the entire first edition of a young artist,0,0.0,0.162,0.838,0.4019,1
2020-10-15 08:58:00,Moorim Paper sponsors print paper for Daum Kakao's “Brunch Book Publishing”,0,0.0,0.0,1.0,0.0,0
2020-10-15 08:53:00,Moorim Paper partners with'Kakao Brunch' to support the birth of an artist,0,0.0,0.197,0.803,0.4019,1
2020-10-15 10:41:00,"50,000 corporate accounts created in one month of Kakao Work launch",0,0.0,0.167,0.833,0.25,1
2020-10-15 09:50:00,'Daesang' on the first day of Big Hit's listing... Bang Si-hyuk sets out to catch Naver and Kakao [Entertainment ...,0,0.0,0.0,1.0,0.0,0
2020-10-14 21:20:00,"Takeover of Kakao Pangyo new office building, as a consortium",0,0.0,0.0,1.0,0.0,0
2020-10-14 18:21:00,"[fnMarket Watch] Gyogong-NH·Hantu, U.S. before taking over shares in Kakao new office building in Pangyo...",0,0.0,0.136,0.864,0.296,1
2020-10-14 16:58:00,"[Solo/Signal] Kyo Gong·NH證·Hantu, broke national pension…Pangyo Kakao ...",0,0.286,0.0,0.714,-0.4215,-1
2020-10-14 16:46:00,"'Common enemy' Kakao?...CJ unprecedented cooperation, why was'Naver'",0,0.368,0.0,0.632,-0.5423,-1
2020-10-14 08:45:00,"Kakao, part of aggressive marketing investment… Mid-to-long term-Ebest",1,0.186,0.0,0.814,-0.1531,-1
2020-10-14 07:58:00,"Kakao, aggressive marketing is part of investment-Ebest",1,0.211,0.0,0.789,-0.1531,-1
2020-10-13 18:25:00,Kakao Holds IR to Announce 3Q Business Results on the 5th of Next Month,0,0.0,0.0,1.0,0.0,0
2020-10-13 16:23:00,[Exclusive] National Pension Plan selects the audit committee member? Kakao Lotte Super Tension,0,0.134,0.227,0.64,0.3818,1
2020-10-13 15:49:00,"Financial Supervisory Service against Naver and Kakao… ""Preparation of a plan for comprehensive supervision of Big Tech""",0,0.0,0.118,0.882,0.25,1
2020-10-13 10:09:00,"Financial Supervisory Service aimed at Naver and Kakao… ""Preparation of a plan for comprehensive supervision of Big Tech""",0,0.0,0.111,0.889,0.25,1
2020-10-13 15:32:00,"KT invests 10 billion won in web novels and webtoons… ""It's different from Naver and Kakao...",-1,0.0,0.198,0.802,0.5719,1
2020-10-13 10:18:00,Naver and Kakao are also strong on the surge in US technology stocks,1,0.0,0.216,0.784,0.5106,1
2020-10-22 10:40:00,The coming 25th is the day of Dokdo... Kakao Makers launch a special edition,0,0.0,0.184,0.816,0.4019,1
2020-10-22 09:35:00,"Adjustment of the disposal of treasury stocks for Kakao, the price of ‘750,000 → 71,000 shares’ is 470,225...",0,0.0,0.101,0.899,0.2023,1
2020-10-22 08:40:00,Kakao Secures $300 Million “Speeding M&A”,-1,0.0,0.315,0.685,0.3182,1
2020-10-22 07:42:00,"Kakao, whose status has risen, begins to procure '340 billion' M&A live ammunition overseas",-1,0.0,0.0,1.0,0.0,0
2020-10-21 23:32:00,"""The number of copies is small now""... Donghak ants start Naver and Kakao'stop loss'",-1,0.147,0.083,0.769,-0.25,-1
2020-10-21 18:00:00,Kakao issues 339.5 billion won of foreign exchange bonds,-1,0.0,0.316,0.684,0.5719,1
2020-10-21 17:35:00,[Market Insight] Kakao issues $300 million in exchange bonds in Singapore,-1,0.0,0.0,1.0,0.0,0
2020-10-21 17:05:00,Kakao decides to issue 339.6 billion of foreign exchange bonds,-1,0.0,0.0,1.0,0.0,0
2020-10-21 16:59:00,Kakao decides to issue USD 300 million exchange bonds...,-1,0.0,0.0,1.0,0.0,0
2020-10-21 17:34:00,"[Signal] M&A's big hand, Kakao, secured 340 billion won in overseas projects",-1,0.0,0.516,0.484,0.8625,1
2020-10-21 14:40:00,Kakao won the first Korean IR award after listing on KOSPI,0,0.0,0.444,0.556,0.802,1
2020-10-21 10:38:00,Kakao won the Excellence Prize in the securities market at the Korea IR Awards,0,0.0,0.644,0.356,0.946,1
2020-10-21 09:30:00,Shall we buy'Laura Mercier' at Kakao Shopping Live?,0,0.0,0.0,1.0,0.0,0
2020-10-21 09:21:00,Buy luxury cosmetics at Kakao Shopping Live,0,0.0,0.0,1.0,0.0,0
2020-10-20 05:00:00,Will SKT and Kakao Shake'Strategic Blood Alliance' with Uber?,0,0.0,0.0,1.0,0.0,0
2020-10-19 10:50:00,'Lineworks' →'Naverworks' rebranding Correspondence to Kakao Walk?,0,0.0,0.0,1.0,0.0,0
2020-10-21 14:40:00,Kakao won the first Korean IR award after listing on KOSPI,0,0.0,0.444,0.556,0.802,1
2020-10-21 10:38:00,Kakao won the Excellence Prize in the securities market at the Korea IR Awards,0,0.0,0.644,0.356,0.946,1
2020-10-21 09:30:00,Shall we buy'Laura Mercier' at Kakao Shopping Live?,0,0.0,0.0,1.0,0.0,0
2020-10-21 09:21:00,Buy luxury cosmetics at Kakao Shopping Live,0,0.0,0.0,1.0,0.0,0
2020-10-20 05:00:00,Will SKT and Kakao Shake'Strategic Blood Alliance' with Uber?,0,0.0,0.0,1.0,0.0,0
2020-10-19 10:50:00,'Lineworks' →'Naverworks' rebranding Correspondence to Kakao Walk?,0,0.0,0.0,1.0,0.0,0
2020-10-19 09:12:00,"FNC enters a distribution contract with Kakao M ""Investment in full-scale with 85.1 billion won in cash""",-1,0.0,0.209,0.791,0.5719,1
2020-10-19 09:03:00,FNC Entertainment and Kakao M for distribution of music content… Secured 85 billion cash,-1,0.0,0.333,0.667,0.6705,1
2020-10-19 05:46:00,AI Vibe Company from Kakao,0,0.0,0.0,1.0,0.0,0
2020-10-18 17:08:00,Maker Dao joins Kakao blockchain'Clayton',0,0.0,0.0,1.0,0.0,0
2020-10-18 07:01:00,The reason why the No. 1 electronic payment company in the US joined Kakao instead of Facebook [Kim San-ha...,0,0.115,0.0,0.885,-0.296,-1
2020-10-16 10:15:00,"Kakao and K Bank, '100% household loans', soaring insolvent loan ratio",0,0.0,0.0,1.0,0.0,0
2020-10-16 09:00:00,Kakao continues to perform well in the growth of all business divisions.. Goal ↑- instead,0,0.0,0.266,0.734,0.5719,1
2020-10-18 07:01:00,The reason why the No. 1 electronic payment company in the US joined Kakao instead of Facebook [Kim San-ha...,0,0.115,0.0,0.885,-0.296,-1
2020-10-16 10:15:00,"Kakao and K Bank, '100% household loans', soaring insolvent loan ratio",0,0.0,0.0,1.0,0.0,0
2020-10-16 09:00:00,Kakao continues to perform well in the growth of all business divisions.. Goal ↑- instead,0,0.0,0.266,0.734,0.5719,1
2020-10-15 17:26:00,Finance “WM·IB·Trade Finance is the way banks live between Kakao and Naver”,0,0.0,0.0,1.0,0.0,0
2020-10-15 10:43:00,Moorim Paper sponsors Kakao Brunch and the birth of an author,0,0.0,0.0,1.0,0.0,0
2020-10-15 09:58:00,Moorim Paper joined hands with Kakao to support the entire first edition of a young artist,0,0.0,0.162,0.838,0.4019,1
2020-10-15 08:58:00,Moorim Paper sponsors print paper for Daum Kakao's “Brunch Book Publishing”,0,0.0,0.0,1.0,0.0,0
2020-10-15 08:53:00,Moorim Paper partners with'Kakao Brunch' to support the birth of an artist,0,0.0,0.197,0.803,0.4019,1
2020-10-15 10:41:00,"50,000 corporate accounts created in one month of Kakao Work launch",0,0.0,0.167,0.833,0.25,1
2020-10-15 09:50:00,'Daesang' on the first day of Big Hit's listing... Bang Si-hyuk sets out to catch Naver and Kakao [Entertainment ...,0,0.0,0.0,1.0,0.0,0
2020-10-14 21:20:00,"Takeover of Kakao Pangyo new office building, as a consortium",0,0.0,0.0,1.0,0.0,0
2020-10-14 18:21:00,"[fnMarket Watch] Gyogong-NH·Hantu, U.S. before taking over shares in Kakao new office building in Pangyo...",0,0.0,0.136,0.864,0.296,1
2020-10-14 16:58:00,"[Solo/Signal] Kyo Gong·NH證·Hantu, broke national pension…Pangyo Kakao ...",0,0.286,0.0,0.714,-0.4215,-1
2020-10-14 16:46:00,"'Common enemy' Kakao?...CJ unprecedented cooperation, why was'Naver'",0,0.368,0.0,0.632,-0.5423,-1
2020-10-14 08:45:00,"Kakao, part of aggressive marketing investment… Mid-to-long term-Ebest",1,0.186,0.0,0.814,-0.1531,-1
2020-10-14 07:58:00,"Kakao, aggressive marketing is part of investment-Ebest",1,0.211,0.0,0.789,-0.1531,-1
2020-10-14 21:20:00,"Takeover of Kakao Pangyo new office building, as a consortium",0,0.0,0.0,1.0,0.0,0
2020-10-14 18:21:00,"[fnMarket Watch] Gyogong-NH·Hantu, U.S. before taking over shares in Kakao new office building in Pangyo...",0,0.0,0.136,0.864,0.296,1
2020-10-14 16:58:00,"[Solo/Signal] Kyo Gong·NH證·Hantu, broke national pension…Pangyo Kakao ...",0,0.286,0.0,0.714,-0.4215,-1
2020-10-14 16:46:00,"'Common enemy' Kakao?...CJ unprecedented cooperation, why was'Naver'",0,0.368,0.0,0.632,-0.5423,-1
2020-10-14 08:45:00,"Kakao, part of aggressive marketing investment… Mid-to-long term-Ebest",1,0.186,0.0,0.814,-0.1531,-1
2020-10-14 07:58:00,"Kakao, aggressive marketing is part of investment-Ebest",1,0.211,0.0,0.789,-0.1531,-1
2020-10-13 18:25:00,Kakao Holds IR to Announce 3Q Business Results on the 5th of Next Month,0,0.0,0.0,1.0,0.0,0
2020-10-13 16:23:00,[Exclusive] National Pension Plan selects the audit committee member? Kakao Lotte Super Tension,0,0.134,0.227,0.64,0.3818,1
2020-10-13 15:49:00,"Financial Supervisory Service against Naver and Kakao… ""Preparation of a plan for comprehensive supervision of Big Tech""",0,0.0,0.118,0.882,0.25,1
2020-10-13 10:09:00,"Financial Supervisory Service aimed at Naver and Kakao… ""Preparation of a plan for comprehensive supervision of Big Tech""",0,0.0,0.111,0.889,0.25,1
2020-10-13 15:32:00,"KT invests 10 billion won in web novels and webtoons… ""It's different from Naver and Kakao...",-1,0.0,0.198,0.802,0.5719,1
2020-10-13 10:18:00,Naver and Kakao are also strong on the surge in US technology stocks,1,0.0,0.216,0.784,0.5106,1
2020-10-13 09:52:00,[Features] Kakao and Naver also rebound on the rise of NASDAQ technology stocks,1,0.0,0.0,1.0,0.0,0
2020-10-13 08:33:00,"Kakao, Kakao Talk App Profit Contribution-Kyobo Securities",0,0.0,0.505,0.495,0.6249,1
2020-10-13 10:18:00,Naver and Kakao are also strong on the surge in US technology stocks,1,0.0,0.216,0.784,0.5106,1
2020-10-13 10:09:00,"Financial Supervisory Service aimed at Naver and Kakao… ""Preparation of a plan for comprehensive supervision of Big Tech""",0,0.0,0.111,0.889,0.25,1
2020-10-13 09:52:00,[Features] Kakao and Naver also rebound on the rise of NASDAQ technology stocks,1,0.0,0.0,1.0,0.0,0
2020-10-13 08:33:00,"Kakao, Kakao Talk App Profit Contribution-Kyobo Securities",0,0.0,0.505,0.495,0.6249,1
2020-10-12 17:54:00,"""It was the first project I heard in the world"" Kakao TV",0,0.0,0.0,1.0,0.0,0
2020-10-12 11:37:00,Naver followed by Kakao officially launched after shopping trend'Labang',0,0.0,0.158,0.842,0.128,1
2020-10-12 11:27:00,"Shopping Live Open... Kakao, Live Commerce release table",0,0.0,0.0,1.0,0.0,0
2020-10-12 10:14:00,"Kakao “Naver get out of the way, let's get a live shopping bout!”",0,0.0,0.0,1.0,0.0,0
2020-10-12 09:25:00,"Kakao, live commerce market launch table... Kakao Shopping Live officially opened",0,0.0,0.0,1.0,0.0,0
2020-10-12 08:59:00,"Kakao, “Exhibition Mark” in the Live Commerce Market",0,0.0,0.0,1.0,0.0,0
2020-10-12 08:53:00,"'Kakao Shopping Live' officially opened...""Live shopping at KakaoTalk""",0,0.0,0.0,1.0,0.0,0
2020-10-12 11:18:00,Ansan where Kakao data center comes in... Why 400 billion won is invested,-1,0.0,0.236,0.764,0.5719,1
2020-10-12 10:34:00,"""Mobile home shopping with KakaoTalk"" ... ""Kakao Shopping Live"" ON",0,0.0,0.0,1.0,0.0,0
2020-10-12 10:29:00,[Exclusive] Kakaotos who wanted to sell insurance... Earn money by handing over customer information to GA,0,0.0,0.0,1.0,0.0,0
2020-10-12 08:58:00,Kakao's operating profit increased in the second half of its business Target price↑-DB,0,0.0,0.312,0.688,0.6124,1
2020-10-12 08:37:00,"Kakao's 3Q sales are expected to exceed KRW 1 trillion... Target is KRW 460,000",-1,0.0,0.0,1.0,0.0,0
2020-10-12 08:36:00,"""Kakao, growth continues""-DB Financial Investment",0,0.0,0.394,0.606,0.3818,1
2020-10-12 10:14:00,"Kakao “Naver get out of the way, let's get a live shopping bout!”",0,0.0,0.0,1.0,0.0,0
2020-10-12 09:25:00,"Kakao, live commerce market launch table... Kakao Shopping Live officially opened",0,0.0,0.0,1.0,0.0,0
2020-10-12 08:59:00,"Kakao, “Exhibition Mark” in the Live Commerce Market",0,0.0,0.0,1.0,0.0,0
2020-10-12 08:53:00,"'Kakao Shopping Live' officially opened...""Live shopping at KakaoTalk""",0,0.0,0.0,1.0,0.0,0
2020-10-12 08:58:00,Kakao's operating profit increased in the second half of its business Target price↑-DB,0,0.0,0.312,0.688,0.6124,1
2020-10-12 08:37:00,"Kakao's 3Q sales are expected to exceed KRW 1 trillion... Target is KRW 460,000",-1,0.0,0.0,1.0,0.0,0
2020-10-12 08:36:00,"""Kakao, growth continues""-DB Financial Investment",0,0.0,0.394,0.606,0.3818,1
2020-10-12 06:30:00,"""Direct delivery of entertainment through KakaoTalk""...Kakao TV 8 million viewers in a month",-1,0.0,0.219,0.781,0.4215,1
2020-10-11 18:25:00,[Weekly HOT event] To foreigners two-seem'Kakao'... Expecting good performance in 3Q,1,0.0,0.225,0.775,0.4404,1
2020-10-11 18:10:00,Samsung Card and Kakao are strengthening'cooperation' more and more,1,0.0,0.0,1.0,0.0,0
2020-10-11 15:03:00,“Kakao continues to grow in earnings…the stock price will recover”,0,0.0,0.0,1.0,0.0,0
2020-10-08 17:29:00,"Before taking over the new building in Pangyo, Kakao... National Pension and GIC also join",0,0.0,0.136,0.864,0.296,1
2020-10-08 10:44:00,"Kakao expected good performance in the third quarter... 400,000 won recaptured [Issue+]",1,0.0,0.398,0.602,0.765,1
2020-10-08 10:44:00,"Kakao expected good performance in the third quarter... 400,000 won recaptured [Issue+]",1,0.0,0.398,0.602,0.765,1
2020-10-08 08:53:00,"Kakao, subsidiary to continue unstoppable growth-Meritz Securities",0,0.2,0.244,0.556,0.1027,1
2020-10-11 15:03:00,“Kakao continues to grow in earnings…the stock price will recover”,0,0.0,0.0,1.0,0.0,0
2020-10-08 17:29:00,"Before taking over the new building in Pangyo, Kakao... National Pension and GIC also join",0,0.0,0.136,0.864,0.296,1
2020-10-08 10:44:00,"Kakao expected good performance in the third quarter... 400,000 won recaptured [Issue+]",1,0.0,0.398,0.602,0.765,1
2020-10-08 10:44:00,"Kakao expected good performance in the third quarter... 400,000 won recaptured [Issue+]",1,0.0,0.398,0.602,0.765,1
2020-10-08 08:53:00,"Kakao, subsidiary to continue unstoppable growth-Meritz Securities",0,0.2,0.244,0.556,0.1027,1
2020-10-08 07:02:00,"Tuna and cola sold only at KakaoTalk, shake e-commerce with the platform power of Kakao",0,0.108,0.0,0.892,-0.1779,-1
2020-10-07 17:19:00,Kakao and Naver expand blockchain business,0,0.0,0.315,0.685,0.3182,1
2020-10-07 08:52:00,Kakao continues to outperform market expectations in 3Q-Hanwha,1,0.0,0.0,1.0,0.0,0
2020-10-07 08:33:00,"""Kakao, share price rise continues for a while""",0,0.0,0.268,0.732,0.296,1
2020-10-06 11:12:00,"In Pangyo's Kakao Building, the institution'Big 3'eyes read",0,0.0,0.0,1.0,0.0,0
2020-10-06 09:59:00,[Exclusive] Pangyo's'Kakao Building' stake sale succeeded... Domestic institutional investor'Big 3'...,1,0.0,0.0,1.0,0.0,0
2020-10-06 11:10:00,"Kakao Chairman Kim Bum-soo, this year's stock property 2.6 trillion ↑...",-1,0.0,0.0,1.0,0.0,0
2020-10-06 11:02:00,"Total number of shares in stock Kakao Kim Bum-soo increased by 2.6 trillion won in the 3rd quarter, and Amore came...",-1,0.0,0.354,0.646,0.8074,1
2020-10-06 11:02:00,"Total number of shares in stock Kakao Kim Bum-soo increased by 2.6 trillion won in the 3rd quarter, and Amore came...",-1,0.0,0.354,0.646,0.8074,1
2020-10-06 10:35:00,"Kakao T, distinguishes what was written with my card",0,0.0,0.0,1.0,0.0,0
2020-10-06 09:59:00,[Exclusive] Pangyo's'Kakao Building' stake sale succeeded... Domestic institutional investors'Big 3'...,1,0.0,0.0,1.0,0.0,0
2020-10-05 17:37:00,Cacao cafe 24... Promising view as Goldman's'law of ten',0,0.0,0.252,0.748,0.4019,1
2020-10-05 16:12:00,"SK Telecom unveils'Sajoing', a 1020 grand prize character with Kakao",0,0.0,0.474,0.526,0.743,1
2020-10-05 09:20:00,"""Get a Kakao Jordi emoticon wearing SKT""",0,0.0,0.0,1.0,0.0,0
2020-10-05 09:00:00,SKT-Kakao teamed up to snipe 1020 fans,0,0.0,0.0,1.0,0.0,0
2020-10-05 15:29:00,"TWC Integrated Counseling Solution, “Kakao Counseling Talk Inquiry Rate Increased”",0,0.0,0.204,0.796,0.3182,1
2020-10-05 12:59:00,"Platform Act, 26 services such as Naver, Kakao, and Baemin",0,0.0,0.0,1.0,0.0,0
2020-10-05 12:10:00,Kakao enters the US market with Ryan and Apeach,0,0.0,0.0,1.0,0.0,0
2020-10-05 06:02:00,POSCO and Kakao also'shut up and invest in bio'... Will it really succeed?,0,0.0,0.225,0.775,0.5413,1
2020-10-05 04:45:00,[Overview] Why Big Hit is a platform company Compete with Naver and Kakao,0,0.0,0.0,1.0,0.0,0
2020-10-05 09:20:00,"""Get a Kakao Jordi emoticon wearing SKT""",0,0.0,0.0,1.0,0.0,0
2020-10-05 09:00:00,SKT-Kakao teamed up to snipe 1020 fans,0,0.0,0.0,1.0,0.0,0
2020-10-05 06:02:00,POSCO and Kakao also'shut up and invest in bio'... Will it really succeed?,0,0.0,0.225,0.775,0.5413,1
2020-10-05 04:45:00,[Overview] Why Big Hit is a platform company Compete with Naver and Kakao,0,0.0,0.0,1.0,0.0,0
2020-10-03 21:03:00,Challenge cacao brunch publishing by November 1st,0,0.0,0.178,0.822,0.0772,0
2020-10-02 11:21:00,"If you leave Kakao Coin'Clay', you will receive 26% annual interest.",0,0.091,0.227,0.682,0.4215,1
2020-10-01 08:00:00,"Naver-Kakao,'match' with global OTT",0,0.0,0.0,1.0,0.0,0
2020-09-30 10:54:00,Pay Bank is also listed. Kakao moving forward with'fintech dinosaur',0,0.135,0.0,0.865,-0.1027,-1
2020-09-30 10:51:00,"'Kakao' name only subsidiary, popularity exploded ""Let's get our stock""",1,0.0,0.256,0.744,0.4767,1
2020-09-29 15:49:00,"The year-end settlement in January of next year is by pass and Kakao certification... ""Expectation to lead private certification""",0,0.0,0.0,1.0,0.0,0
2020-09-29 14:12:00,Kakao subsidiary listed in line... Will the box office succeed?,1,0.0,0.262,0.738,0.4939,1
2020-09-29 12:09:00,"Director of Google Play ""Naver-Kakao webtoon successful in Japanese market thanks to Google payment""",1,0.0,0.453,0.547,0.8442,1
2020-09-29 14:12:00,Kakao subsidiary listed in line... Will the box office succeed?,1,0.0,0.262,0.738,0.4939,1
2020-09-29 12:09:00,"Director of Google Play ""Naver-Kakao webtoon successful in Japanese market thanks to Google payment""",1,0.0,0.453,0.547,0.8442,1
2020-09-28 17:40:00,Kakao Pay's IPO news next year celebrates Kakao's share price rising by 5%,0,0.0,0.349,0.651,0.7096,1
2020-09-28 08:40:00,"Kakao Family,'Pay' ahead of Kabang",0,0.0,0.0,1.0,0.0,0
2020-09-28 17:36:00,Kakao's 5 brothers will open a combined market total of 50 trillion won next year,-1,0.0,0.236,0.764,0.5719,1
2020-09-28 14:55:00,[Featured stock] Kakao strong on news of Kakao Pay listing.. 5% ↑,1,0.102,0.241,0.657,0.4404,1
2020-09-28 13:21:00,"Kakao, strong in expectations of Kakao Pay listing",1,0.131,0.308,0.561,0.4404,1
2020-09-28 13:05:00,[Features] Kakao rises in news of Pay listing promotion following Bank,0,0.123,0.0,0.877,-0.1027,-1
2020-09-28 09:19:00,Start listing Kakao Pay for ransom '10 yen'... Full-scale Kakao line,0,0.123,0.0,0.877,-0.1027,-1
2020-09-28 10:54:00,"[EDaily N] Institutional short selling top stocks in order of Samsung Electronics, Seegene, Kakao, and Celltrion ...",0,0.0,0.101,0.899,0.2023,1
2020-09-28 09:18:00,"Kakao T Parking ""Check the parking lot and real-time congestion like a navigator""",0,0.0,0.2,0.8,0.3612,1
2020-09-25 18:58:00,"Naver and Kakao refute ""absurd allegations"" in allegations of profiteering of political fees",0,0.118,0.0,0.882,-0.1531,-1
2020-09-25 14:16:00,Naver and Kakao accelerate digital finance... Bank card customer churn'concern',-1,0.0,0.0,1.0,0.0,0
2020-09-25 11:36:00,[Herald View] Naver and Kakao’s “IT Babel Tower” ends…,0,0.0,0.0,1.0,0.0,0
2020-09-25 10:24:00,"Noh Woong-rae ""Naver and Kakao easy payment, get 1% more commission than credit card...",-1,0.0,0.324,0.676,0.6969,1
2020-09-28 08:40:00,"Kakao Family,'Pay' ahead of Kabang",0,0.0,0.0,1.0,0.0,0
2020-09-25 18:58:00,"Naver and Kakao refute ""absurd allegations"" in allegations of profiteering of political fees",0,0.118,0.0,0.882,-0.1531,-1
2020-09-25 14:16:00,Naver and Kakao accelerate digital finance... Bank card customer churn'concern',-1,0.0,0.0,1.0,0.0,0
2020-09-25 11:36:00,[Herald View] Naver and Kakao’s “IT Babel Tower” ends…,0,0.0,0.0,1.0,0.0,0
